Number,involvementType,personID
MP20004830,VICTIM,6574
MP20005569,VICTIM,6575
MP20002811,VICTIM,6576
MP20003033,VICTIM,6577
MP20000824,VICTIM,6578
MP20000423,VICTIM,6579
MP20006912,VICTIM,6580
MP20004779,VICTIM,6581
MP20001787,VICTIM,6582
MP20004431,VICTIM,6583
MP20010382,VICTIM,6584
MP20005935,VICTIM,6585
MP20005935,VICTIM,6586
MP20008694,VICTIM,6587
MP20004987,VICTIM,6588
MP20007221,VICTIM,6589
MP20007663,VICTIM,6590
MP20001909,VICTIM,6591
MP20011216,VICTIM,6592
MP20003509,VICTIM,6593
MP20006472,VICTIM,6594
MP20011349,VICTIM,6595
MP20006950,VICTIM,6596
MP20011716,VICTIM,6597
MP20011188,VICTIM,6598
MP20011206,VICTIM,6599
MP20000201,VICTIM,6600
MP20010951,VICTIM,6601
MP20011941,VICTIM,6602
MP20008378,VICTIM,6603
MP20003255,VICTIM,6604
MP20001771,VICTIM,6605
MP20008950,VICTIM,6606
MP20005935,VICTIM,6607
MP20002198,VICTIM,6608
MP20000088,VICTIM,6609
MP20007387,VICTIM,6610
MP20004207,VICTIM,6611
MP20011089,VICTIM,6612
MP20006709,VICTIM,6613
MP20002885,VICTIM,6614
MP20001185,VICTIM,6615
MP20009143,VICTIM,6616
MP20009076,VICTIM,6617
MP20010186,VICTIM,6618
MP20007525,VICTIM,6619
MP20011717,VICTIM,6620
MP20006170,VICTIM,6622
MP20006605,VICTIM,6623
MP20008446,VICTIM,6624
MP20006473,VICTIM,6625
MP20000198,VICTIM,6626
MP20001660,VICTIM,6627
MP20003981,VICTIM,6628
MP20001513,VICTIM,6629
MP20008968,VICTIM,6630
MP20002061,VICTIM,6631
MP20008660,VICTIM,6632
MP20006847,VICTIM,6633
MP20005119,VICTIM,6634
MP20009336,VICTIM,6635
MP20007627,VICTIM,6636
MP20002342,VICTIM,6637
MP20005879,VICTIM,6638
MP20010010,VICTIM,6639
MP20002483,VICTIM,6640
MP20000714,VICTIM,6641
MP20006840,VICTIM,6642
MP20000655,VICTIM,6643
MP20007598,VICTIM,6644
MP20001184,VICTIM,6645
MP20004006,VICTIM,6646
MP20008422,VICTIM,6647
MP20007800,VICTIM,6648
MP20003015,VICTIM,6649
MP20001973,VICTIM,6650
MP20011219,VICTIM,6652
MP20004179,VICTIM,6653
MP20005659,VICTIM,6654
MP20006582,VICTIM,6655
MP20008129,VICTIM,6656
MP20007832,VICTIM,6657
MP20006607,VICTIM,6658
MP20001501,VICTIM,6659
MP20002973,VICTIM,6660
MP20007825,VICTIM,6661
MP20008445,VICTIM,6662
MP20002580,VICTIM,6663
MP20008447,VICTIM,6664
MP20003732,VICTIM,6665
MP20008860,VICTIM,6666
MP20002896,VICTIM,6667
MP20003697,VICTIM,6668
MP20006588,VICTIM,6669
MP20011012,VICTIM,6670
MP20011200,VICTIM,6671
MP20008879,VICTIM,6672
MP20008877,VICTIM,6673
MP20008877,VICTIM,6674
MP20002209,VICTIM,6675
MP20008283,VICTIM,6676
MP20001424,VICTIM,6677
MP20002565,VICTIM,6678
MP20009453,VICTIM,6679
MP20009239,VICTIM,6680
MP20005935,VICTIM,6681
MP20001121,VICTIM,6682
MP20001737,VICTIM,6683
MP20004258,VICTIM,6684
MP20006970,VICTIM,6685
MP20000526,VICTIM,6686
MP20002951,VICTIM,6687
MP20001602,VICTIM,6688
MP20002933,VICTIM,6689
MP20002159,VICTIM,6690
MP20001998,VICTIM,6691
MP20001062,VICTIM,6692
MP20002497,VICTIM,6693
MP20002973,VICTIM,6694
MP20006330,VICTIM,6695
MP20011941,VICTIM,6696
MP20008469,VICTIM,6697
MP20006705,VICTIM,6698
MP20005303,VICTIM,6699
MP20007999,VICTIM,6700
MP20000085,VICTIM,6701
MP20004312,SUSPECT,6702
MP20004312,SUSPECT,6703
MP20008129,SUSPECT,6704
MP20008022,SUSPECT,6705
MP20007229,SUSPECT,6707
MP20010483,SUSPECT,6708
MP20009453,SUSPECT,6709
MP20005982,SUSPECT,6710
MP20011575,SUSPECT,6711
MP20000279,SUSPECT,6712
MP20010271,SUSPECT,6713
MP20010271,SUSPECT,6714
MP20002364,SUSPECT,6715
MP20008867,SUSPECT,6716
MP20000782,SUSPECT,6717
MP20010616,SUSPECT,6718
MP20003080,SUSPECT,6719
MP20002496,SUSPECT,6720
MP20011372,SUSPECT,6721
MP20009646,SUSPECT,6722
MP20008948,SUSPECT,6723
MP20001107,SUSPECT,6724
MP20007494,SUSPECT,6725
MP20006718,SUSPECT,6726
MP20010457,SUSPECT,6727
MP20008169,SUSPECT,6728
MP20000315,SUSPECT,6729
MP20000403,SUSPECT,6730
MP20000719,SUSPECT,6731
MP20001807,SUSPECT,6732
MP20002721,SUSPECT,6733
MP20003205,SUSPECT,6734
MP20005767,SUSPECT,6735
MP20008822,SUSPECT,6736
MP20009131,SUSPECT,6737
MP20010609,SUSPECT,6738
MP20012003,SUSPECT,6739
MP20000469,SUSPECT,6740
MP20001022,SUSPECT,6741
MP20001126,SUSPECT,6742
MP20001820,SUSPECT,6743
MP20001300,SUSPECT,6744
MP20002784,SUSPECT,6745
MP20008111,SUSPECT,6746
MP20008398,SUSPECT,6747
MP20008606,SUSPECT,6748
MP20008601,SUSPECT,6749
MP20008601,SUSPECT,6750
MP20009371,SUSPECT,6751
MP20009525,SUSPECT,6752
MP20010407,SUSPECT,6753
MP20010934,SUSPECT,6754
MP20011144,SUSPECT,6755
MP20011393,SUSPECT,6756
MP20000315,SUSPECT,6757
MP20000455,SUSPECT,6758
MP20000562,SUSPECT,6759
MP20001054,SUSPECT,6760
MP20001312,SUSPECT,6761
MP20002023,SUSPECT,6762
MP20002079,SUSPECT,6763
MP20002053,SUSPECT,6764
MP20003048,SUSPECT,6765
MP20003048,SUSPECT,6766
MP20003048,SUSPECT,6767
MP20004516,SUSPECT,6768
MP20004516,SUSPECT,6769
MP20005250,SUSPECT,6770
MP20005365,SUSPECT,6771
MP20005365,SUSPECT,6772
MP20005392,SUSPECT,6773
MP20005359,SUSPECT,6774
MP20007085,SUSPECT,6775
MP20007144,SUSPECT,6776
MP20008650,SUSPECT,6777
MP20009623,SUSPECT,6778
MP20010153,SUSPECT,6779
MP20010501,SUSPECT,6780
MP20010609,SUSPECT,6781
MP20011431,SUSPECT,6782
MP20012046,SUSPECT,6783
MP20002012,SUSPECT,6784
MP20010545,SUSPECT,6785
MP20006388,SUSPECT,6786
MP20007149,SUSPECT,6787
MP20008206,SUSPECT,6788
MP20009354,SUSPECT,6789
MP20009354,SUSPECT,6790
MP20010450,SUSPECT,6791
MP20010619,SUSPECT,6792
MP20000301,SUSPECT,6793
MP20000530,SUSPECT,6794
MP20004542,SUSPECT,6795
MP20007323,SUSPECT,6796
MP20007094,SUSPECT,6797
MP20006342,SUSPECT,6798
MP20006342,SUSPECT,6799
MP20006342,SUSPECT,6800
MP20005261,SUSPECT,6801
MP20008197,SUSPECT,6802
MP20008707,SUSPECT,6803
MP20008836,SUSPECT,6804
MP20009623,SUSPECT,6805
MP20010010,SUSPECT,6806
MP20010095,SUSPECT,6807
MP20010032,SUSPECT,6808
MP20011098,SUSPECT,6809
MP20011356,SUSPECT,6810
MP20011361,SUSPECT,6811
MP20002532,SUSPECT,6812
MP20002532,SUSPECT,6813
MP20002532,SUSPECT,6814
MP20005894,SUSPECT,6815
MP20005894,SUSPECT,6816
MP20011785,SUSPECT,6817
MP20007927,SUSPECT,6818
MP20011115,SUSPECT,6819
MP20011115,SUSPECT,6820
MP20000772,SUSPECT,6821
MP20000772,SUSPECT,6822
MP20003445,SUSPECT,6823
MP20011096,SUSPECT,6824
MP20006201,SUSPECT,6825
MP20000040,SUSPECT,6828
MP20000062,SUSPECT,6829
MP20000062,SUSPECT,6830
MP20000062,SUSPECT,6831
MP20000062,SUSPECT,6832
MP20000069,SUSPECT,6833
MP20000084,SUSPECT,6834
MP20000283,SUSPECT,6835
MP20000188,SUSPECT,6836
MP20000198,SUSPECT,6837
MP20000201,SUSPECT,6838
MP20000204,SUSPECT,6839
MP20000208,SUSPECT,6840
MP20000218,SUSPECT,6841
MP20000266,SUSPECT,6842
MP20000316,SUSPECT,6843
MP20000390,SUSPECT,6844
MP20000324,SUSPECT,6845
MP20000423,SUSPECT,6846
MP20000452,SUSPECT,6847
MP20000690,SUSPECT,6848
MP20000508,SUSPECT,6849
MP20000689,SUSPECT,6850
MP20000655,SUSPECT,6851
MP20000677,SUSPECT,6852
MP20000699,SUSPECT,6853
MP20000732,SUSPECT,6854
MP20000764,SUSPECT,6855
MP20000702,SUSPECT,6856
MP20000714,SUSPECT,6857
MP20000837,SUSPECT,6858
MP20000880,SUSPECT,6859
MP20000893,SUSPECT,6860
MP20000981,SUSPECT,6861
MP20001041,SUSPECT,6862
MP20001062,SUSPECT,6863
MP20001093,SUSPECT,6864
MP20001107,SUSPECT,6865
MP20001152,SUSPECT,6866
MP20001184,SUSPECT,6867
MP20001185,SUSPECT,6868
MP20001224,SUSPECT,6869
MP20001232,SUSPECT,6870
MP20001392,SUSPECT,6871
MP20001408,SUSPECT,6872
MP20001424,SUSPECT,6873
MP20001485,SUSPECT,6874
MP20001501,SUSPECT,6875
MP20001513,SUSPECT,6876
MP20001544,SUSPECT,6877
MP20001602,SUSPECT,6878
MP20001609,SUSPECT,6879
MP20001633,SUSPECT,6880
MP20001647,SUSPECT,6881
MP20001660,SUSPECT,6882
MP20001698,SUSPECT,6883
MP20001753,SUSPECT,6884
MP20001771,SUSPECT,6885
MP20001829,SUSPECT,6886
MP20001849,SUSPECT,6887
MP20001852,SUSPECT,6888
MP20001787,SUSPECT,6889
MP20002159,SUSPECT,6890
MP20001909,SUSPECT,6891
MP20001914,SUSPECT,6892
MP20001954,SUSPECT,6893
MP20001973,SUSPECT,6894
MP20001998,SUSPECT,6895
MP20002027,SUSPECT,6896
MP20002050,SUSPECT,6897
MP20002061,SUSPECT,6898
MP20002126,SUSPECT,6899
MP20002188,SUSPECT,6900
MP20002198,SUSPECT,6901
MP20002209,SUSPECT,6902
MP20002331,SUSPECT,6903
MP20002342,SUSPECT,6904
MP20002390,SUSPECT,6905
MP20002393,SUSPECT,6906
MP20002404,SUSPECT,6907
MP20002523,SUSPECT,6908
MP20002483,SUSPECT,6909
MP20002497,SUSPECT,6910
MP20002499,SUSPECT,6911
MP20002565,SUSPECT,6912
MP20002580,SUSPECT,6913
MP20002609,SUSPECT,6914
MP20002848,SUSPECT,6915
MP20002734,SUSPECT,6916
MP20002672,SUSPECT,6917
MP20002706,SUSPECT,6918
MP20002885,SUSPECT,6919
MP20002898,SUSPECT,6920
MP20002893,SUSPECT,6921
MP20002914,SUSPECT,6922
MP20002929,SUSPECT,6923
MP20003015,SUSPECT,6924
MP20003019,SUSPECT,6925
MP20003203,SUSPECT,6926
MP20003238,SUSPECT,6927
MP20003255,SUSPECT,6928
MP20003328,SUSPECT,6929
MP20003442,SUSPECT,6930
MP20003461,SUSPECT,6931
MP20003497,SUSPECT,6932
MP20003573,SUSPECT,6933
MP20003509,SUSPECT,6934
MP20003671,SUSPECT,6935
MP20003697,SUSPECT,6936
MP20003559,SUSPECT,6937
MP20003732,SUSPECT,6938
MP20003518,SUSPECT,6939
MP20003537,SUSPECT,6940
MP20003921,SUSPECT,6941
MP20003803,SUSPECT,6942
MP20003981,SUSPECT,6943
MP20004006,SUSPECT,6944
MP20004055,SUSPECT,6945
MP20004065,SUSPECT,6946
MP20004088,SUSPECT,6947
MP20004312,SUSPECT,6948
MP20004179,SUSPECT,6949
MP20004200,SUSPECT,6950
MP20004207,SUSPECT,6951
MP20004257,SUSPECT,6952
MP20004273,SUSPECT,6953
MP20004360,SUSPECT,6954
MP20004431,SUSPECT,6955
MP20004431,SUSPECT,6956
MP20004493,SUSPECT,6957
MP20004497,SUSPECT,6958
MP20004600,SUSPECT,6959
MP20004632,SUSPECT,6960
MP20004660,SUSPECT,6961
MP20004796,SUSPECT,6962
MP20004796,SUSPECT,6963
MP20004716,SUSPECT,6964
MP20004830,SUSPECT,6965
MP20004987,SUSPECT,6966
MP20005021,SUSPECT,6967
MP20005031,SUSPECT,6968
MP20005244,SUSPECT,6969
MP20005133,SUSPECT,6970
MP20005136,SUSPECT,6971
MP20005195,SUSPECT,6972
MP20005241,SUSPECT,6973
MP20005573,SUSPECT,6974
MP20006083,SUSPECT,6975
MP20005277,SUSPECT,6976
MP20005303,SUSPECT,6977
MP20005360,SUSPECT,6978
MP20005375,SUSPECT,6979
MP20005495,SUSPECT,6980
MP20005522,SUSPECT,6981
MP20005569,SUSPECT,6982
MP20005595,SUSPECT,6983
MP20005659,SUSPECT,6984
MP20005661,SUSPECT,6985
MP20005666,SUSPECT,6986
MP20005683,SUSPECT,6987
MP20006297,SUSPECT,6988
MP20005119,SUSPECT,6989
MP20005764,SUSPECT,6990
MP20005808,SUSPECT,6991
MP20005879,SUSPECT,6992
MP20005902,SUSPECT,6993
MP20005919,SUSPECT,6994
MP20005957,SUSPECT,6995
MP20006013,SUSPECT,6996
MP20006043,SUSPECT,6997
MP20006072,SUSPECT,6998
MP20006087,SUSPECT,6999
MP20006164,SUSPECT,7000
MP20006170,SUSPECT,7001
MP20006181,SUSPECT,7002
MP20006198,SUSPECT,7003
MP20006203,SUSPECT,7004
MP20006227,SUSPECT,7005
MP20006309,SUSPECT,7006
MP20006312,SUSPECT,7007
MP20006336,SUSPECT,7008
MP20006343,SUSPECT,7009
MP20006382,SUSPECT,7010
MP20006472,SUSPECT,7011
MP20006492,SUSPECT,7012
MP20006560,SUSPECT,7013
MP20006575,SUSPECT,7014
MP20006473,SUSPECT,7015
MP20006491,SUSPECT,7016
MP20005909,SUSPECT,7017
MP20005909,SUSPECT,7018
MP20006582,SUSPECT,7019
MP20006588,SUSPECT,7020
MP20006605,SUSPECT,7021
MP20006607,SUSPECT,7022
MP20006668,SUSPECT,7023
MP20006699,SUSPECT,7024
MP20006714,SUSPECT,7025
MP20006764,SUSPECT,7026
MP20006794,SUSPECT,7027
MP20006840,SUSPECT,7028
MP20006847,SUSPECT,7029
MP20006857,SUSPECT,7030
MP20006912,SUSPECT,7031
MP20006943,SUSPECT,7032
MP20006950,SUSPECT,7033
MP20006987,SUSPECT,7034
MP20006992,SUSPECT,7035
MP20006996,SUSPECT,7036
MP20007002,SUSPECT,7037
MP20007031,SUSPECT,7038
MP20007106,SUSPECT,7039
MP20007130,SUSPECT,7040
MP20007156,SUSPECT,7041
MP20007164,SUSPECT,7042
MP20007165,SUSPECT,7043
MP20007167,SUSPECT,7044
MP20007231,SUSPECT,7045
MP20007410,SUSPECT,7046
MP20007387,SUSPECT,7047
MP20007460,SUSPECT,7048
MP20007508,SUSPECT,7049
MP20007513,SUSPECT,7050
MP20007550,SUSPECT,7051
MP20007598,SUSPECT,7052
MP20007617,SUSPECT,7053
MP20007620,SUSPECT,7054
MP20007627,SUSPECT,7055
MP20007634,SUSPECT,7056
MP20007663,SUSPECT,7057
MP20007699,SUSPECT,7058
MP20007800,SUSPECT,7059
MP20007832,SUSPECT,7060
MP20007873,SUSPECT,7061
MP20007886,SUSPECT,7062
MP20007891,SUSPECT,7063
MP20007900,SUSPECT,7064
MP20007989,SUSPECT,7065
MP20007995,SUSPECT,7066
MP20008012,SUSPECT,7067
MP20008013,SUSPECT,7068
MP20008014,SUSPECT,7069
MP20008020,SUSPECT,7070
MP20008010,SUSPECT,7071
MP20007825,SUSPECT,7072
MP20008038,SUSPECT,7073
MP20008093,SUSPECT,7074
MP20008106,SUSPECT,7075
MP20008120,SUSPECT,7076
MP20008122,SUSPECT,7077
MP20008132,SUSPECT,7078
MP20008202,SUSPECT,7079
MP20008215,SUSPECT,7080
MP20008224,SUSPECT,7081
MP20008231,SUSPECT,7082
MP20008240,SUSPECT,7083
MP20008214,SUSPECT,7084
MP20008260,SUSPECT,7085
MP20008269,SUSPECT,7086
MP20008283,SUSPECT,7087
MP20008310,SUSPECT,7088
MP20008378,SUSPECT,7089
MP20008422,SUSPECT,7090
MP20008432,SUSPECT,7091
MP20008445,SUSPECT,7092
MP20008446,SUSPECT,7093
MP20008447,SUSPECT,7094
MP20008243,SUSPECT,7095
MP20008468,SUSPECT,7096
MP20008466,SUSPECT,7097
MP20008469,SUSPECT,7098
MP20008498,SUSPECT,7099
MP20008510,SUSPECT,7100
MP20008533,SUSPECT,7101
MP20008537,SUSPECT,7102
MP20008558,SUSPECT,7103
MP20008561,SUSPECT,7104
MP20008602,SUSPECT,7105
MP20008619,SUSPECT,7106
MP20008631,SUSPECT,7107
MP20008631,SUSPECT,7108
MP20008688,SUSPECT,7109
MP20008694,SUSPECT,7110
MP20008698,SUSPECT,7111
MP20008716,SUSPECT,7112
MP20008660,SUSPECT,7113
MP20008825,SUSPECT,7114
MP20008848,SUSPECT,7115
MP20008860,SUSPECT,7116
MP20008879,SUSPECT,7117
MP20008885,SUSPECT,7118
MP20008889,SUSPECT,7119
MP20008950,SUSPECT,7120
MP20008952,SUSPECT,7121
MP20008959,SUSPECT,7122
MP20008968,SUSPECT,7123
MP20008981,SUSPECT,7124
MP20008990,SUSPECT,7125
MP20009066,SUSPECT,7126
MP20009068,SUSPECT,7127
MP20009076,SUSPECT,7128
MP20009081,SUSPECT,7129
MP20009143,SUSPECT,7130
MP20009171,SUSPECT,7131
MP20009177,SUSPECT,7132
MP20009180,SUSPECT,7133
MP20009186,SUSPECT,7134
MP20009200,SUSPECT,7135
MP20009239,SUSPECT,7136
MP20009259,SUSPECT,7137
MP20009308,SUSPECT,7138
MP20009336,SUSPECT,7139
MP20009427,SUSPECT,7140
MP20009499,SUSPECT,7141
MP20009667,SUSPECT,7142
MP20009668,SUSPECT,7143
MP20009681,SUSPECT,7144
MP20009691,SUSPECT,7145
MP20009742,SUSPECT,7146
MP20009766,SUSPECT,7147
MP20009787,SUSPECT,7148
MP20009842,SUSPECT,7149
MP20009955,SUSPECT,7150
MP20009994,SUSPECT,7151
MP20010006,SUSPECT,7152
MP20009810,SUSPECT,7153
MP20009816,SUSPECT,7154
MP20010096,SUSPECT,7155
MP20010105,SUSPECT,7156
MP20010106,SUSPECT,7157
MP20010104,SUSPECT,7158
MP20010189,SUSPECT,7159
MP20010196,SUSPECT,7160
MP20010203,SUSPECT,7161
MP20010212,SUSPECT,7162
MP20010264,SUSPECT,7163
MP20010281,SUSPECT,7164
MP20010371,SUSPECT,7165
MP20010386,SUSPECT,7166
MP20010382,SUSPECT,7167
MP20010587,SUSPECT,7168
MP20010415,SUSPECT,7169
MP20010446,SUSPECT,7170
MP20010530,SUSPECT,7171
MP20010635,SUSPECT,7172
MP20010640,SUSPECT,7173
MP20010643,SUSPECT,7174
MP20010644,SUSPECT,7175
MP20010606,SUSPECT,7176
MP20010611,SUSPECT,7177
MP20010736,SUSPECT,7178
MP20010736,SUSPECT,7179
MP20011021,SUSPECT,7180
MP20010771,SUSPECT,7181
MP20010791,SUSPECT,7182
MP20010821,SUSPECT,7183
MP20010831,SUSPECT,7184
MP20010836,SUSPECT,7185
MP20010951,SUSPECT,7186
MP20010999,SUSPECT,7187
MP20011012,SUSPECT,7188
MP20011018,SUSPECT,7189
MP20010744,SUSPECT,7190
MP20011079,SUSPECT,7191
MP20011081,SUSPECT,7192
MP20011089,SUSPECT,7193
MP20011086,SUSPECT,7194
MP20011105,SUSPECT,7195
MP20011179,SUSPECT,7196
MP20011192,SUSPECT,7197
MP20011200,SUSPECT,7198
MP20011219,SUSPECT,7199
MP20011225,SUSPECT,7200
MP20011244,SUSPECT,7201
MP20011294,SUSPECT,7202
MP20011297,SUSPECT,7203
MP20011300,SUSPECT,7204
MP20011313,SUSPECT,7205
MP20011319,SUSPECT,7206
MP20011349,SUSPECT,7207
MP20011324,SUSPECT,7208
MP20011409,SUSPECT,7209
MP20011418,SUSPECT,7210
MP20011458,SUSPECT,7211
MP20011535,SUSPECT,7212
MP20011616,SUSPECT,7213
MP20011616,SUSPECT,7214
MP20011608,SUSPECT,7215
MP20011709,SUSPECT,7216
MP20011709,SUSPECT,7217
MP20011709,SUSPECT,7218
MP20011716,SUSPECT,7219
MP20011716,SUSPECT,7220
MP20011542,SUSPECT,7221
MP20011677,SUSPECT,7222
MP20011717,SUSPECT,7223
MP20011742,SUSPECT,7224
MP20011933,SUSPECT,7225
MP20011933,SUSPECT,7226
MP20004597,SUSPECT,7227
MP20007999,SUSPECT,7228
MP20007999,SUSPECT,7229
MP20010013,SUSPECT,7230
MP20010013,SUSPECT,7231
MP20010013,SUSPECT,7232
MP20000095,SUSPECT,7233
MP20000095,SUSPECT,7234
MP20000095,SUSPECT,7235
MP20000095,SUSPECT,7236
MP20000418,SUSPECT,7237
MP20000502,SUSPECT,7238
MP20000502,SUSPECT,7239
MP20001270,SUSPECT,7240
MP20001413,SUSPECT,7241
MP20001502,SUSPECT,7242
MP20001502,SUSPECT,7243
MP20001502,SUSPECT,7244
MP20001502,SUSPECT,7245
MP20002116,SUSPECT,7246
MP20002116,SUSPECT,7247
MP20002152,SUSPECT,7248
MP20002418,SUSPECT,7249
MP20002418,SUSPECT,7250
MP20002630,SUSPECT,7251
MP20002630,SUSPECT,7252
MP20002630,SUSPECT,7253
MP20002649,SUSPECT,7254
MP20003237,SUSPECT,7255
MP20004145,SUSPECT,7256
MP20004145,SUSPECT,7257
MP20004145,SUSPECT,7258
MP20004145,SUSPECT,7259
MP20004205,SUSPECT,7260
MP20004573,SUSPECT,7261
MP20004952,SUSPECT,7262
MP20005172,SUSPECT,7263
MP20006197,SUSPECT,7264
MP20006201,SUSPECT,7265
MP20007128,SUSPECT,7266
MP20007603,SUSPECT,7267
MP20006651,SUSPECT,7268
MP20008256,SUSPECT,7269
MP20009619,SUSPECT,7270
MP20009619,SUSPECT,7271
MP20009619,SUSPECT,7272
MP20009619,SUSPECT,7273
MP20009593,SUSPECT,7274
MP20009593,SUSPECT,7275
MP20009593,SUSPECT,7276
MP20009593,SUSPECT,7277
MP20009593,SUSPECT,7278
MP20009646,SUSPECT,7279
MP20010007,SUSPECT,7280
MP20010387,SUSPECT,7281
MP20010387,SUSPECT,7282
MP20010488,SUSPECT,7283
MP20010488,SUSPECT,7284
MP20010589,SUSPECT,7285
MP20010589,SUSPECT,7286
MP20010707,SUSPECT,7287
MP20010707,SUSPECT,7288
MP20010723,SUSPECT,7289
MP20010723,SUSPECT,7290
MP20010719,SUSPECT,7291
MP20011283,SUSPECT,7292
MP20011405,SUSPECT,7293
MP20011380,SUSPECT,7294
MP20012025,SUSPECT,7295
MP20012025,SUSPECT,7296
MP20012025,SUSPECT,7297
MP20002428,SUSPECT,7298
MP20002428,SUSPECT,7299
MP20002428,SUSPECT,7300
MP20010261,SUSPECT,7301
MP20005613,SUSPECT,7302
MP20011400,SUSPECT,7303
MP20011400,SUSPECT,7304
MP20011400,SUSPECT,7305
MP20000095,SUSPECT,7306
MP20000095,SUSPECT,7307
MP20000095,SUSPECT,7308
MP20000095,SUSPECT,7309
MP20002392,SUSPECT,7310
MP20002392,SUSPECT,7311
MP20003162,SUSPECT,7312
MP20003162,SUSPECT,7313
MP20003162,SUSPECT,7314
MP20003162,SUSPECT,7315
MP20003162,SUSPECT,7316
MP20003746,SUSPECT,7317
MP20003746,SUSPECT,7318
MP20003746,SUSPECT,7319
MP20003973,SUSPECT,7320
MP20004939,SUSPECT,7321
MP20007661,SUSPECT,7322
MP20010597,SUSPECT,7323
MP20011088,SUSPECT,7324
MP20011620,SUSPECT,7325
MP20011657,SUSPECT,7326
MP20011657,SUSPECT,7327
MP20011657,SUSPECT,7328
MP20012025,SUSPECT,7329
MP20012025,SUSPECT,7330
MP20012025,SUSPECT,7331
MP20003740,SUSPECT,7332
MP20010261,SUSPECT,7333
MP20000278,SUSPECT,7334
MP20000278,SUSPECT,7335
MP20000615,SUSPECT,7336
MP20000615,SUSPECT,7337
MP20000690,SUSPECT,7338
MP20000378,SUSPECT,7339
MP20000378,SUSPECT,7340
MP20000378,SUSPECT,7341
MP20000378,SUSPECT,7342
MP20002150,SUSPECT,7343
MP20002150,SUSPECT,7344
MP20002375,SUSPECT,7345
MP20002364,SUSPECT,7346
MP20002516,SUSPECT,7347
MP20002649,SUSPECT,7348
MP20003044,SUSPECT,7349
MP20003072,SUSPECT,7350
MP20002951,SUSPECT,7351
MP20007137,SUSPECT,7352
MP20007137,SUSPECT,7353
MP20008087,SUSPECT,7354
MP20007487,SUSPECT,7355
MP20009043,SUSPECT,7356
MP20009237,SUSPECT,7357
MP20009517,SUSPECT,7358
MP20009870,SUSPECT,7359
MP20010392,SUSPECT,7360
MP20010991,SUSPECT,7361
MP20010991,SUSPECT,7362
MP20010991,SUSPECT,7363
MP20011276,SUSPECT,7364
MP20001413,SUSPECT,7365
MP20002428,SUSPECT,7366
MP20002428,SUSPECT,7367
MP20002428,SUSPECT,7368
MP20003765,SUSPECT,7369
MP20001673,SUSPECT,7370
MP20007431,SUSPECT,7371
MP20007431,SUSPECT,7372
MP20007431,SUSPECT,7373
MP20007431,SUSPECT,7374
MP20008926,SUSPECT,7375
MP20008926,SUSPECT,7376
MP20009052,SUSPECT,7377
MP20009052,SUSPECT,7378
MP20009138,SUSPECT,7379
MP20000095,SUSPECT,7380
MP20000095,SUSPECT,7381
MP20000095,SUSPECT,7382
MP20000095,SUSPECT,7383
MP20001076,SUSPECT,7384
MP20001270,SUSPECT,7385
MP20001795,SUSPECT,7386
MP20004205,SUSPECT,7387
MP20008169,SUSPECT,7388
MP20009619,SUSPECT,7389
MP20009619,SUSPECT,7390
MP20009619,SUSPECT,7391
MP20009619,SUSPECT,7392
MP20009783,SUSPECT,7393
MP20009783,SUSPECT,7394
MP20009783,SUSPECT,7395
MP20011670,SUSPECT,7396
MP20011920,SUSPECT,7397
MP20011920,SUSPECT,7398
MP20007475,SUSPECT,7399
MP20011771,SUSPECT,7400
MP20000372,SUSPECT,7401
MP20000824,SUSPECT,7402
MP20004258,SUSPECT,7403
MP20006083,SUSPECT,7404
MP20005522,SUSPECT,7405
MP20007031,SUSPECT,7406
MP20007221,SUSPECT,7407
MP20009054,SUSPECT,7408
MP20000151,SUSPECT,7409
MP20000186,SUSPECT,7410
MP20000186,SUSPECT,7411
MP20000382,SUSPECT,7412
MP20000482,SUSPECT,7413
MP20000476,SUSPECT,7414
MP20000368,SUSPECT,7415
MP20000261,SUSPECT,7417
MP20000597,SUSPECT,7418
MP20000751,SUSPECT,7419
MP20000840,SUSPECT,7420
MP20000729,SUSPECT,7421
MP20000344,SUSPECT,7422
MP20000344,SUSPECT,7423
MP20000958,SUSPECT,7424
MP20001105,SUSPECT,7425
MP20001426,SUSPECT,7426
MP20001276,SUSPECT,7427
MP20001514,SUSPECT,7428
MP20001622,SUSPECT,7429
MP20001586,SUSPECT,7430
MP20001586,SUSPECT,7431
MP20000886,SUSPECT,7432
MP20000904,SUSPECT,7433
MP20001764,SUSPECT,7434
MP20001770,SUSPECT,7435
MP20001768,SUSPECT,7436
MP20002160,SUSPECT,7437
MP20002160,SUSPECT,7438
MP20002149,SUSPECT,7439
MP20001799,SUSPECT,7440
MP20002192,SUSPECT,7441
MP20002251,SUSPECT,7442
MP20002250,SUSPECT,7443
MP20002314,SUSPECT,7444
MP20002314,SUSPECT,7445
MP20002314,SUSPECT,7446
MP20002331,SUSPECT,7447
MP20002456,SUSPECT,7448
MP20002467,SUSPECT,7449
MP20002504,SUSPECT,7450
MP20002529,SUSPECT,7451
MP20002537,SUSPECT,7452
MP20002474,SUSPECT,7453
MP20002474,SUSPECT,7454
MP20002792,SUSPECT,7455
MP20003060,SUSPECT,7456
MP20003051,SUSPECT,7457
MP20003103,SUSPECT,7458
MP20003122,SUSPECT,7459
MP20003564,SUSPECT,7460
MP20003979,SUSPECT,7461
