CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20001772 - 488 PC,MP20001772,"Jan 19, 2020, 12:48:37 PM","Jan 17, 2020, 4:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1920 VALLE VISTA AVE,MODESTO,CALIFORNIA,95350,-120.9856242,37.67214277,0,0,0,NULL,MISDEMEANOR,1/19/2020,9,VICTIM,5618,33,MALE
MP20008260 - 10851 VC,MP20008260,"Mar 19, 2020, 8:41:00 PM","Mar 18, 2020, 3:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3513 PENRIDGE CT,MO,NULL,95356,-121.0190335,37.69061419,0,0,0,NULL,FELONY,3/19/2020,18,VICTIM,5619,33,MALE
MP20801031 - 460(B) PC,MP20801031,"Apr 24, 2020, 7:38:00 AM","Apr 24, 2020, 7:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1317 FORD AVE,MODESTO,CALIFORNIA,95350,-120.9837325,37.66250467,0,0,0,NULL,FELONY,4/24/2020,23,VICTIM,5620,33,MALE
MP20009496 - 460 (A) PC,MP20009496,"Apr 3, 2020, 12:55:00 AM","Apr 3, 2020, 12:55:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3813 POINSETTIA DR,MODESTO,CALIFORNIA,95356,-121.0030001,37.69261457,1,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/3/2020,20,SUSPECT,5621,33,MALE
MP20007725 - 460(B) PC,MP20007725,"Mar 13, 2020, 9:14:06 PM","Mar 13, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,701 H ST,MODESTO,CALIFORNIA,95354,-121.0007975,37.63683471,0,0,0,NULL,FELONY,3/13/2020,17,VICTIM,5622,33,MALE
MP20010153 - 460(B) PC,MP20010153,"Apr 10, 2020, 6:49:41 PM","Apr 9, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2908 PENNY LN,MODESTO,CALIFORNIA,95354,-120.9394017,37.64522212,0,0,0,NULL,FELONY,4/10/2020,21,VICTIM,5623,33,MALE
MP20007150 - 460(B) PC,MP20007150,"Mar 9, 2020, 9:33:00 AM","Mar 8, 2020, 5:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,605 5TH ST,MODESTO,CALIFORNIA,95351,-121.0009533,37.63316541,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/9/2020,17,VICTIM,5624,33,FEMALE
MP20002437 - 487 (D)(2) PC,MP20002437,"Jan 31, 2020, 12:32:42 PM","Jan 22, 2020, 12:32:00 PM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,"14TH ST, MO / NEEDHAM ST, MO ( 41/F4 )",MODESTO,CALIFORNIA,95350,-120.9993563,37.6457755,1,0,0,NULL,FELONY,1/31/2020,11,SUSPECT,5625,33,MALE
MP20008294 - 460 (B) PC,MP20008294,"Mar 20, 2020, 8:32:09 AM","Mar 20, 2020, 8:32:09 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1612 CROWS LANDING RD,MODESTO,CALIFORNIA,95358,-120.9925588,37.60664342,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/20/2020,18,SUSPECT,5626,33,FEMALE
MP20002126 - 10851 VC,MP20002126,"Jan 22, 2020, 12:53:08 PM","Jan 22, 2020, 12:53:08 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1441 FLORIDA AVE,MO,NULL,NULL,-120.9973264,37.66493847,0,0,0,NULL,FELONY,1/22/2020,10,VICTIM,5627,33,MALE
MP20005957 - 10851 VC,MP20005957,"Feb 27, 2020, 10:05:00 AM","Feb 26, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2208 CHRYSLER DR,MO,NULL,95350,-121.0347484,37.67793323,0,0,0,NULL,FELONY,2/27/2020,15,VICTIM,5628,33,MALE
MP20009316 - 243 (E)(1) PC,MP20009316,"Mar 31, 2020, 7:48:47 PM","Mar 31, 2020, 7:48:47 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,3/31/2020,20,SUSPECT,5629,33,MALE
MP20001609 - 10851 VC,MP20001609,"Jan 17, 2020, 8:58:00 PM","Jan 17, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,401 MT HOOD CT,MO,NULL,95358,-120.9981279,37.59966618,0,0,0,NULL,FELONY,1/17/2020,9,VICTIM,5630,33,MALE
MP20005195 - 10851 VC,MP20005195,"Feb 20, 2020, 7:30:00 PM","Feb 20, 2020, 4:40:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3401 DALE RD,MO,NULL,NULL,-121.0549742,37.68911485,0,0,0,NULL,FELONY,2/20/2020,14,VICTIM,5631,33,MALE
MP20001902 - 243 (E)(1) PC,MP20001902,"Jan 21, 2020, 3:36:09 AM","Jan 21, 2020, 3:36:09 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,1/21/2020,10,SUSPECT,5632,33,FEMALE
MP20003158 - 245 (A)(2) PC,MP20003158,"Feb 1, 2020, 1:45:50 PM","Feb 1, 2020, 1:45:50 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,3405 JAMESTOWN DR,MO,NULL,95354,-120.9315875,37.64475465,1,0,0,NULL,FELONY,2/1/2020,11,VICTIM,5633,33,MALE
MP20009241 - 487 (A) PC,MP20009241,"Mar 31, 2020, 5:15:00 AM","Mar 30, 2020, 10:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3221 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,-120.9352172,37.6637761,0,0,0,NULL,FELONY,3/31/2020,20,VICTIM,5634,33,MALE
MP20002023 - 460(B) PC,MP20002023,"Jan 21, 2020, 4:26:04 PM","Jan 21, 2020, 12:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1129 8TH ST,MO,NULL,95354,-121.0044028,37.64070447,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY,1/21/2020,10,VICTIM,5635,33,MALE
MP20010387 - 211 PC,MP20010387,"Apr 13, 2020, 8:32:00 PM","Apr 13, 2020, 8:15:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,780 EL VISTA AVE,MODESTO,CALIFORNIA,95354,-120.9573048,37.65268582,0,0,0,NULL,FELONY,4/13/2020,22,VICTIM,5636,33,MALE
MP20000205 - 460 (B) PC,MP20000205,"Jan 3, 2020, 7:51:20 AM","Jan 3, 2020, 4:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,928 15TH ST,MODESTO,CALIFORNIA,95354,-120.994975,37.6440509,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/3/2020,7,SUSPECT,5637,33,MALE
MP20009149 - 460 (B) PC,MP20009149,"Mar 30, 2020, 1:24:10 AM","Mar 30, 2020, 1:24:10 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2401 E ORANGEBURG AVE,MO,CALIFORNIA,95355,-120.9554114,37.6642791,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/30/2020,20,SUSPECT,5638,33,MALE
MP20007890 - 273.5 (A) PC,MP20007890,"Mar 15, 2020, 8:04:00 PM","Mar 15, 2020, 8:04:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95356,Confidential Location,Confidential Location,1,1,0,NULL,FELONY,3/15/2020,17,VICTIM,5639,33,FEMALE
MP20007890 - 211 PC,MP20007890,"Mar 15, 2020, 8:04:00 PM","Mar 15, 2020, 8:04:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,1,1,0,NULL,FELONY,3/15/2020,17,VICTIM,5639,33,FEMALE
MP20000374 - 460(B) PC,MP20000374,"Jan 5, 2020, 8:06:00 AM","Jan 4, 2020, 5:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2116 CHRYSLER DR,MODESTO,CALIFORNIA,95350,-121.0326781,37.67817694,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/5/2020,7,VICTIM,5640,33,MALE
MP20001902 - 243 (E)(1) PC,MP20001902,"Jan 21, 2020, 3:36:09 AM","Jan 21, 2020, 3:36:09 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,1/21/2020,10,VICTIM,5641,33,MALE
MP20004174 - 10851 VC,MP20004174,"Feb 11, 2020, 10:25:27 AM","Jan 7, 2020, 7:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,16929 CHICKEN RANCH RD,JAMESTOWN,CALIFORNIA,NULL,NULL,NULL,0,0,0,NULL,FELONY,2/11/2020,13,SUSPECT,5642,33,FEMALE
MP20011843 - 243 (E)(1) PC,MP20011843,"Apr 28, 2020, 8:28:13 AM","Apr 28, 2020, 8:28:13 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,0,0,NULL,MISDEMEANOR,4/28/2020,24,VICTIM,5643,33,FEMALE
MP20002331 - 460 (A) PC,MP20002331,"Jan 24, 2020, 2:05:55 PM","Jan 23, 2020, 9:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2112 EDGEBROOK DR,MODESTO,CALIFORNIA,95354,-120.9587421,37.64953636,1,0,1,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/24/2020,10,SUSPECT,5644,33,MALE
MP20002331 - 10851 VC,MP20002331,"Jan 24, 2020, 2:05:55 PM","Jan 23, 2020, 9:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2112 EDGEBROOK DR,MODESTO,CALIFORNIA,95354,-120.9587421,37.64953636,1,0,1,NULL,FELONY,1/24/2020,10,SUSPECT,5644,33,MALE
MP20000825 - 243 (E)(1) PC,MP20000825,"Jan 10, 2020, 8:07:04 AM","Jan 10, 2020, 8:00:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,1/10/2020,8,SUSPECT,5645,33,MALE
MP20003103 - 460 (A) PC,MP20003103,"Jan 31, 2020, 6:57:53 PM","Jan 31, 2020, 6:57:53 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,124 FRESNO AVE,MO,CALIFORNIA,95351,-121.0015876,37.62998786,0,0,0,RESIDENCE - UNKNOWN,FELONY,1/31/2020,11,VICTIM,5646,33,FEMALE
MP20005353 - 460(B) PC,MP20005353,"Feb 21, 2020, 11:53:18 PM","Feb 21, 2020, 10:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,620 KERR AVE,MODESTO,CALIFORNIA,95354,-120.9713288,37.63020035,0,0,0,NULL,FELONY,2/21/2020,14,VICTIM,5647,33,FEMALE
MP20007167 - 10851 VC,MP20007167,"Mar 9, 2020, 10:52:00 AM","Mar 8, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1001 FLORENCE AVE,MODESTO,CALIFORNIA,95351,-121.0210734,37.62981507,0,0,0,NULL,FELONY,3/9/2020,17,VICTIM,5648,33,FEMALE
MP20007890 - 273.5 (A) PC,MP20007890,"Mar 15, 2020, 8:04:00 PM","Mar 15, 2020, 8:04:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95356,Confidential Location,Confidential Location,1,1,0,NULL,FELONY,3/15/2020,17,SUSPECT,5649,33,MALE
MP20007890 - 211 PC,MP20007890,"Mar 15, 2020, 8:04:00 PM","Mar 15, 2020, 8:04:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,1,1,0,NULL,FELONY,3/15/2020,17,SUSPECT,5649,33,MALE
MP20012046 - 460(B) PC,MP20012046,"Apr 30, 2020, 8:42:00 AM","Apr 29, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2509 SPRINGFLOWER WAY,MODESTO,CALIFORNIA,95350,-121.0412212,37.68375626,0,0,0,NULL,FELONY,4/30/2020,24,VICTIM,5650,33,MALE
MP20009766 - 10851 VC,MP20009766,"Apr 6, 2020, 3:07:46 PM","Apr 6, 2020, 11:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1513 STACI LN,MO,NULL,95355,-120.9372893,37.66567393,0,0,0,NULL,FELONY,4/6/2020,21,VICTIM,5651,33,MALE
MP20000310 - 273.5 (A) PC,MP20000310,"Jan 4, 2020, 11:36:53 AM","Jan 4, 2020, 11:36:53 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95356,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,1/4/2020,7,VICTIM,5652,33,MALE
MP20011158 - 243 (E)(1) PC,MP20011158,"Apr 21, 2020, 5:22:02 PM","Apr 21, 2020, 5:22:02 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,CO MO,NULL,95351,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,4/21/2020,23,SUSPECT,5653,33,FEMALE
MP20006110 - 243 (E)(1) PC,MP20006110,"Feb 28, 2020, 11:54:54 AM","Feb 28, 2020, 11:54:54 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,2/28/2020,15,SUSPECT,5654,33,FEMALE
MP20004257 - 10851 VC,MP20004257,"Feb 12, 2020, 6:41:00 AM","Feb 11, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1904 MATHER DR,MO,NULL,95350,-121.0270684,37.6845855,0,0,0,NULL,FELONY,2/12/2020,13,VICTIM,5655,33,MALE
MP20003600 - 243 (E)(1) PC,MP20003600,"Feb 5, 2020, 1:10:00 PM","Feb 3, 2020, 11:30:00 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95356,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,2/5/2020,12,SUSPECT,5656,33,MALE
MP20010106 - 10851 VC,MP20010106,"Apr 10, 2020, 10:19:00 AM","Apr 10, 2020, 3:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,706 THRASHER AVE,MO,NULL,95354,-120.9698587,37.62893097,0,0,0,NULL,FELONY,4/10/2020,21,VICTIM,5657,33,MALE
MP20007359 - 243 (E)(1) PC,MP20007359,"Mar 10, 2020, 7:11:41 PM","Mar 10, 2020, 7:11:41 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,NULL,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/10/2020,17,VICTIM,5658,33,FEMALE
MP20000751 - 460 (A) PC,MP20000751,"Jan 9, 2020, 2:22:50 PM","Sep 15, 2019, 2:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1801 COFFEE RD,MODESTO,CALIFORNIA,95355,-120.9757903,37.67033312,0,0,0,RESIDENCE - UNKNOWN,FELONY,1/9/2020,8,VICTIM,5659,32,FEMALE
MP20008720 - 243 (E)(1) PC,MP20008720,"Mar 25, 2020, 2:09:31 PM","Mar 25, 2020, 2:09:31 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,NULL,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/25/2020,19,VICTIM,5660,33,MALE
MP20008314 - 460(B) PC,MP20008314,"Mar 20, 2020, 11:37:43 AM","Mar 19, 2020, 10:53:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1240 N 9TH ST,MODESTO,CALIFORNIA,95350,-121.0271299,37.66115232,1,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,5661,33,MALE
MP20004205 - 245 (A)(4) PC,MP20004205,"Feb 11, 2020, 3:09:50 PM","Feb 11, 2020, 3:04:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,"COLLEGE AVE, MO / STODDARD AVE, MO ( 41/E3 )",NULL,NULL,NULL,-121.0074258,37.64943878,0,0,0,NULL,FELONY,2/11/2020,13,SUSPECT,5662,33,MALE
MP20004205 - 211 PC,MP20004205,"Feb 11, 2020, 3:09:50 PM","Feb 11, 2020, 3:04:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,"COLLEGE AVE, MO / STODDARD AVE, MO ( 41/E3 )",NULL,NULL,NULL,-121.0074258,37.64943878,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,2/11/2020,13,SUSPECT,5662,33,MALE
MP20007388 - 273.5 (A) PC,MP20007388,"Mar 11, 2020, 7:18:58 AM","Mar 11, 2020, 7:18:58 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,NULL,NULL,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,3/11/2020,17,SUSPECT,5663,33,MALE
MP20008269 - 10851 VC,MP20008269,"Mar 19, 2020, 11:40:00 PM","Mar 19, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3112 SCENIC DR,MO,NULL,95355,-120.9365814,37.65528111,0,0,0,NULL,FELONY,3/19/2020,18,VICTIM,5664,33,MALE
MP20008581 - 273.5 (A) PC,MP20008581,"Mar 24, 2020, 2:44:19 PM","Mar 24, 2020, 2:44:19 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,5665,33,MALE
MP20008581 - 245 (A)(4) PC,MP20008581,"Mar 24, 2020, 2:44:19 PM","Mar 24, 2020, 2:44:19 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,2005 WYLIE DR,MO,CALIFORNIA,95355,-120.9614828,37.65828931,1,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,5665,33,MALE
MP20003228 - 460 (B) PC,MP20003228,"Feb 2, 2020, 1:45:44 AM","Feb 2, 2020, 1:45:44 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1300 WOODLAND AVE,MODESTO,CALIFORNIA,95351,-121.0285813,37.65265006,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/2/2020,11,SUSPECT,5666,32,MALE
MP20003228 - 460 (B) PC,MP20003228,"Feb 2, 2020, 1:45:44 AM","Feb 2, 2020, 1:45:44 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1300 WOODLAND AVE,MODESTO,CALIFORNIA,95351,-121.0285813,37.65265006,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,2/2/2020,11,SUSPECT,5667,32,FEMALE
MP20000382 - 460 (A) PC,MP20000382,"Jan 5, 2020, 9:44:00 AM","Jan 4, 2020, 7:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1113 HARBERT LN,MODESTO,CALIFORNIA,95350,-120.9786454,37.68774329,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/5/2020,7,VICTIM,5668,32,MALE
MP20009259 - 10851 VC,MP20009259,"Mar 31, 2020, 11:01:28 AM","Mar 31, 2020, 2:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1723 CONNIE WAY,MODESTO,CALIFORNIA,95354,-120.9675385,37.6259034,0,0,0,NULL,FELONY,3/31/2020,20,VICTIM,5669,33,FEMALE
MP20009586 - 460 (B) PC,MP20009586,"Apr 4, 2020, 4:33:33 AM","Apr 4, 2020, 4:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,219 N N MORTON BLVD,MODESTO,CALIFORNIA,95354,-120.9858657,37.64120527,0,0,0,NULL,FELONY,4/4/2020,20,SUSPECT,5670,33,MALE
MP20004380 - 460(B) PC,MP20004380,"Feb 13, 2020, 8:04:12 AM","Feb 12, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1437 BRANNON AVE,MODESTO,CALIFORNIA,95350,-120.9822983,37.66541714,0,0,0,NULL,FELONY,2/13/2020,13,VICTIM,5672,32,MALE
MP20001514 - 460 (A) PC,MP20001514,"Jan 16, 2020, 8:19:25 PM","Jan 16, 2020, 8:19:25 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,209 MERCED AVE,MODESTO,CALIFORNIA,95351,-120.9986134,37.62893785,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/16/2020,9,VICTIM,5673,32,MALE
MP20002526 - 460 (B) PC,MP20002526,"Jan 26, 2020, 3:48:30 PM","Jan 26, 2020, 3:48:30 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,346 BURNEY ST,MO,NULL,95354,-120.9885749,37.64314013,1,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY,1/26/2020,10,SUSPECT,5674,32,MALE
MP20010049 - 487 (A) PC,MP20010049,"Apr 9, 2020, 10:06:36 AM","Mar 30, 2020, 8:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,209 WALNUT ST,MODESTO,CALIFORNIA,95351,NULL,NULL,1,0,0,NULL,FELONY,4/9/2020,21,SUSPECT,5675,32,MALE
MP20006803 - 460 (A) PC,MP20006803,"Mar 5, 2020, 12:51:12 PM","Feb 28, 2020, 11:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,3/5/2020,16,VICTIM,5676,32,MALE
MP20009358 - 488 PC,MP20009358,"Apr 1, 2020, 1:05:31 PM","Apr 1, 2020, 3:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1320 DEL VISTA AVE,MODESTO,CALIFORNIA,95350,-121.013674,37.65789038,0,0,0,NULL,MISDEMEANOR,4/1/2020,20,VICTIM,5677,32,FEMALE
MP20007831 - 488 PC,MP20007831,"Mar 15, 2020, 3:17:21 AM","Mar 15, 2020, 3:17:21 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1512 SHIPROCK CT,MO,CALIFORNIA,95355,-120.9202421,37.66628164,0,0,0,NULL,MISDEMEANOR,3/15/2020,17,VICTIM,5678,32,MALE
MP20003215 - 245 (A)(1) PC,MP20003215,"Feb 1, 2020, 11:26:15 PM","Jan 31, 2020, 10:00:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,COLORADO AVE,MODESTO,CALIFORNIA,NULL,-121.0072348,37.61381707,0,0,0,NULL,FELONY,2/1/2020,11,SUSPECT,5679,32,MALE
MP20003119 - 245 (A)(4) PC,MP20003119,"Jan 31, 2020, 10:41:25 PM","Jan 31, 2020, 10:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,525 MAGNOLIA AVE,MODESTO,CALIFORNIA,95354,-120.9967924,37.65199157,0,1,0,NULL,FELONY,1/31/2020,11,SUSPECT,5680,32,MALE
MP20002246 - 245 (A)(1) PC,MP20002246,"Jan 23, 2020, 6:52:44 PM","Jan 23, 2020, 6:52:44 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"YOSEMITE BLVD, MO / N SANTA CRUZ AVE, MO ( 46/D2 )",MODESTO,CALIFORNIA,NULL,-120.9741669,37.63820164,1,0,0,NULL,FELONY,1/23/2020,10,SUSPECT,5681,32,MALE
MP20011325 - 487 (A) PC,MP20011325,"Apr 23, 2020, 11:54:41 AM","Apr 22, 2020, 5:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1410 ROOSEVELT DR,MODESTO,CALIFORNIA,95350,-121.0021752,37.66440559,0,0,0,NULL,FELONY,4/23/2020,23,VICTIM,5682,32,FEMALE
