CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20009240 - 460(B) PC,MP20009240,"Mar 31, 2020, 4:30:35 AM","Mar 31, 2020, 4:30:35 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2912 LARAMIE DR,MODESTO,CALIFORNIA,95355,-120.940898,37.66028155,0,0,0,NULL,FELONY,3/31/2020,20,SUSPECT,7962,UNK,UNKNOWN
MP20800845 - 460(B) PC,MP20800845,"Mar 30, 2020, 5:26:00 PM","Mar 26, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3717 SHARPSBURG DR,MODESTO,CALIFORNIA,95357,-120.9250209,37.65055562,0,0,0,NULL,FELONY,3/30/2020,20,SUSPECT,7963,UNK,UNKNOWN
MP20009334 - 460(B) PC,MP20009334,"Apr 1, 2020, 2:49:12 AM","Apr 1, 2020, 2:49:12 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1526 PELTON AVE,MO,NULL,95351,-121.0134992,37.6164122,0,0,0,NULL,FELONY,4/1/2020,20,SUSPECT,7964,UNK,MALE
MP20009435 - 460(B) PC,MP20009435,"Apr 2, 2020, 12:17:24 PM","Apr 1, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,518 HUNTER AVE,MODESTO,CALIFORNIA,95350,-120.9775283,37.65142595,0,0,0,NULL,FELONY,4/2/2020,20,SUSPECT,7965,UNK,UNKNOWN
MP20009428 - 460(B) PC,MP20009428,"Apr 2, 2020, 9:45:53 AM","Mar 31, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,809 HAVERHILL DR,MODESTO,CALIFORNIA,95356,-120.9842174,37.69492122,0,0,0,NULL,FELONY,4/2/2020,20,SUSPECT,7966,UNK,UNKNOWN
MP20009340 - 460(B) PC,MP20009340,"Apr 1, 2020, 8:02:08 AM","Apr 1, 2020, 2:06:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1325 SYCAMORE AVE,MODESTO,CALIFORNIA,95350,-120.9982444,37.6628503,0,0,0,NULL,FELONY,4/1/2020,20,SUSPECT,7967,UNK,UNKNOWN
MP20800849 - 460(B) PC,MP20800849,"Apr 1, 2020, 11:49:00 AM","Apr 1, 2020, 12:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1518 LORRY AVE,MODESTO,CALIFORNIA,95355,-120.9703954,37.66595818,0,0,0,NULL,FELONY,4/1/2020,20,SUSPECT,7968,UNK,UNKNOWN
MP20800866 - 460(B) PC,MP20800866,"Apr 2, 2020, 8:58:00 AM","Apr 2, 2020, 12:40:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2840 LEVON AVE,MODESTO,CALIFORNIA,95350,-121.0129372,37.68049327,0,0,0,NULL,FELONY,4/2/2020,20,SUSPECT,7969,UNK,UNKNOWN
MP20800864 - 460(B) PC,MP20800864,"Apr 1, 2020, 10:20:00 AM","Mar 31, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3124 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9973021,37.68315069,0,0,0,NULL,FELONY,4/1/2020,20,SUSPECT,7970,UNK,UNKNOWN
MP20009598 - 460(B) PC,MP20009598,"Apr 4, 2020, 11:23:00 AM","Apr 3, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3604 DOWD DR,MODESTO,CALIFORNIA,95355,-120.929055,37.66157118,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/4/2020,20,SUSPECT,7971,UNK,UNKNOWN
MP20800884 - 460(B) PC,MP20800884,"Apr 4, 2020, 7:08:00 PM","Apr 4, 2020, 3:40:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,123 COLLEGE AVE,MODESTO,CALIFORNIA,95350,-121.0070244,37.64676728,0,0,0,NULL,FELONY,4/4/2020,20,SUSPECT,7972,UNK,UNKNOWN
MP20009729 - 460(B) PC,MP20009729,"Apr 6, 2020, 8:48:00 AM","Apr 6, 2020, 3:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,213 ANASTASIA DR,MODESTO,CALIFORNIA,95357,-120.923632,37.64083387,0,0,0,NULL,FELONY,4/6/2020,21,SUSPECT,7973,UNK,MALE
MP20009729 - 460(B) PC,MP20009729,"Apr 6, 2020, 8:48:00 AM","Apr 6, 2020, 3:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,213 ANASTASIA DR,MODESTO,CALIFORNIA,95357,-120.923632,37.64083387,0,0,0,NULL,FELONY,4/6/2020,21,SUSPECT,7974,UNK,MALE
MP20009748 - 460(B) PC,MP20009748,"Apr 6, 2020, 12:34:00 PM","Apr 5, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4033 HERITAGE DR,MODESTO,CALIFORNIA,95356,-121.0275493,37.69785816,0,0,0,NULL,FELONY,4/6/2020,21,SUSPECT,7975,UNK,UNKNOWN
MP20009941 - 460(B) PC,MP20009941,"Apr 7, 2020, 10:00:00 PM","Apr 7, 2020, 9:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2317 MOUNTAIN QUAIL WAY,MODESTO,CALIFORNIA,95355,-120.9422703,37.6760385,0,0,0,NULL,FELONY,4/7/2020,21,SUSPECT,7976,UNK,UNKNOWN
MP20010029 - 460(B) PC,MP20010029,"Apr 9, 2020, 11:43:00 AM","Feb 1, 2020, 12:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,447 MAGNOLIA AVE,MODESTO,CALIFORNIA,95354,-120.9966714,37.65088775,0,0,0,NULL,FELONY,4/9/2020,21,SUSPECT,7977,UNK,UNKNOWN
MP20007793 - 460(B) PC,MP20007793,"Mar 14, 2020, 4:44:01 PM","Mar 14, 2020, 3:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4320 BLUFF CREEK DR,MODESTO,CALIFORNIA,95355,-120.9150962,37.66152648,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/14/2020,17,SUSPECT,7978,UNK,MALE
MP20800918 - 460(B) PC,MP20800918,"Apr 8, 2020, 3:19:00 PM","Apr 7, 2020, 11:50:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,-120.9973378,37.68918556,0,0,0,NULL,FELONY,4/8/2020,21,SUSPECT,7979,UNK,UNKNOWN
MP20010213 - 460(B) PC,MP20010213,"Apr 11, 2020, 1:14:04 PM","Apr 10, 2020, 10:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3024 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9961898,37.68216584,0,0,0,NULL,FELONY,4/11/2020,21,SUSPECT,7980,UNK,UNKNOWN
MP20010249 - 460(B) PC,MP20010249,"Apr 11, 2020, 9:10:19 PM","Apr 9, 2020, 8:11:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,401 MT EVEREST CT,MO,CALIFORNIA,NULL,-120.9981077,37.60024001,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/11/2020,21,SUSPECT,7981,20,UNKNOWN
MP20800930 - 460(B) PC,MP20800930,"Apr 9, 2020, 9:09:00 PM","Apr 8, 2020, 2:55:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,620 PARADISE RD,MODESTO,CALIFORNIA,95351,-121.015302,37.62542707,0,0,0,NULL,FELONY,4/9/2020,21,SUSPECT,7982,UNK,UNKNOWN
MP20010475 - 460(B) PC,MP20010475,"Apr 14, 2020, 7:59:34 PM","Apr 13, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1132 DOKER DR,MODESTO,CALIFORNIA,95351,-121.0253159,37.64717331,0,0,0,NULL,FELONY,4/14/2020,22,SUSPECT,7983,UNK,UNKNOWN
MP20800951 - 460(B) PC,MP20800951,"Apr 13, 2020, 6:16:00 AM","Apr 13, 2020, 5:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,581 LINCOLN AVE,MODESTO,CALIFORNIA,95354,-120.9393689,37.64860155,0,0,0,NULL,FELONY,4/13/2020,22,SUSPECT,7984,UNK,UNKNOWN
MP20800982 - 460(B) PC,MP20800982,"Apr 16, 2020, 10:45:00 AM","Apr 16, 2020, 7:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4601 DALE RD,MODESTO,CALIFORNIA,95356,-121.0528669,37.70595048,0,0,0,NULL,FELONY,4/16/2020,22,SUSPECT,7985,UNK,UNKNOWN
MP20010732 - 460(B) PC,MP20010732,"Apr 17, 2020, 7:18:49 AM","Apr 16, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1303 MABLE AVE,MO,NULL,95355,-120.9755079,37.69673392,0,0,0,NULL,FELONY,4/17/2020,22,SUSPECT,7986,UNK,UNKNOWN
MP20010726 - 460(B) PC,MP20010726,"Apr 17, 2020, 5:18:22 AM","Apr 17, 2020, 5:18:22 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4601 DALE RD,MO,NULL,NULL,-121.0528539,37.70594545,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/17/2020,22,SUSPECT,7987,UNK,UNKNOWN
MP20010729 - 460(B) PC,MP20010729,"Apr 17, 2020, 7:17:59 AM","Apr 16, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1303 MABLE AVE,MO,NULL,95355,-120.9755079,37.69673392,0,0,0,NULL,FELONY,4/17/2020,22,SUSPECT,7988,UNK,UNKNOWN
MP20010730 - 460(B) PC,MP20010730,"Apr 17, 2020, 6:11:19 AM","Apr 17, 2020, 2:16:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1303 MABLE AVE,MO,NULL,95355,-120.9755079,37.69673392,0,0,0,NULL,FELONY,4/17/2020,22,SUSPECT,7989,16,MALE
MP20010849 - 460(B) PC,MP20010849,"Apr 18, 2020, 10:42:00 AM","Apr 17, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1009 W RUMBLE RD,MODESTO,CALIFORNIA,95350,-121.007247,37.68225863,0,0,0,NULL,FELONY,4/18/2020,22,SUSPECT,7990,UNK,UNKNOWN
MP20010727 - 460(B) PC,MP20010727,"Apr 17, 2020, 5:17:31 AM","Apr 17, 2020, 5:17:31 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4601 DALE RD,MO,NULL,NULL,-121.0528539,37.70594545,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/17/2020,22,SUSPECT,7991,UNK,UNKNOWN
MP20010731 - 460(B) PC,MP20010731,"Apr 17, 2020, 6:10:08 AM","Apr 16, 2020, 7:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2316 GLENDALE AVE,MO,NULL,95354,-120.9538917,37.63902204,0,0,0,NULL,FELONY,4/17/2020,22,SUSPECT,7992,UNK,UNKNOWN
MP20011005 - 460(B) PC,MP20011005,"Apr 20, 2020, 8:02:46 AM","Apr 20, 2020, 12:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3917 SHARPSBURG DR,MODESTO,CALIFORNIA,95357,-120.9223612,37.65130203,0,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,7993,UNK,UNKNOWN
MP20011004 - 460(B) PC,MP20011004,"Apr 20, 2020, 7:47:00 AM","Apr 19, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1229 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,-120.9735367,37.66048877,0,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,7994,UNK,UNKNOWN
MP20010981 - 460(B) PC,MP20010981,"Apr 19, 2020, 7:02:29 PM","Apr 19, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,204 WARREN WAY,MO,CALIFORNIA,NULL,-120.9926094,37.69095125,0,0,0,NULL,FELONY,4/19/2020,22,SUSPECT,7995,UNK,UNKNOWN
MP20011124 - 460(B) PC,MP20011124,"Apr 21, 2020, 1:00:00 PM","Apr 12, 2020, 12:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1116 SPRINGFIELD WAY,MODESTO,CALIFORNIA,95355,-120.9327638,37.6591109,0,0,0,NULL,FELONY,4/21/2020,23,SUSPECT,7996,UNK,UNKNOWN
MP20011137 - 460(B) PC,MP20011137,"Apr 21, 2020, 3:37:00 PM","Apr 20, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3128 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9972915,37.68319479,0,0,0,NULL,FELONY,4/21/2020,23,SUSPECT,7997,UNK,UNKNOWN
MP20801012 - 460(B) PC,MP20801012,"Apr 20, 2020, 6:20:00 PM","Apr 5, 2020, 10:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,COFFEE RD & SCENIC DR,MODESTO,CALIFORNIA,95355,-120.9755442,37.64899453,0,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,7998,UNK,UNKNOWN
MP20801017 - 460(B) PC,MP20801017,"Apr 20, 2020, 11:52:00 AM","Apr 17, 2020, 12:01:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2517 ALBATROS DR,MODESTO,CALIFORNIA,95355,-120.9253653,37.67688702,0,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,7999,UNK,UNKNOWN
MP20011292 - 460(B) PC,MP20011292,"Apr 23, 2020, 2:07:02 AM","Apr 23, 2020, 2:07:02 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2029 BRIDGEWOOD WAY,MODESTO,CALIFORNIA,95355,-120.9610566,37.69228458,0,0,0,NULL,FELONY,4/23/2020,23,SUSPECT,8000,30,MALE
MP20011292 - 460(B) PC,MP20011292,"Apr 23, 2020, 2:07:02 AM","Apr 23, 2020, 2:07:02 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2029 BRIDGEWOOD WAY,MODESTO,CALIFORNIA,95355,-120.9610566,37.69228458,0,0,0,NULL,FELONY,4/23/2020,23,SUSPECT,8001,30,MALE
MP20011455 - 460(B) PC,MP20011455,"Apr 24, 2020, 1:53:00 PM","Apr 24, 2020, 1:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1416 RAQUEL LN,MODESTO,CALIFORNIA,95355,-120.9408065,37.66385514,0,0,0,NULL,FELONY,4/24/2020,23,SUSPECT,8002,UNK,UNKNOWN
MP20011459 - 460(B) PC,MP20011459,"Apr 24, 2020, 1:18:00 PM","Apr 24, 2020, 1:08:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1217 10TH ST,MODESTO,CALIFORNIA,95354,-121.0034975,37.64274057,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY,4/24/2020,23,SUSPECT,8003,UNK,MALE
MP20801031 - 460(B) PC,MP20801031,"Apr 24, 2020, 7:38:00 AM","Apr 24, 2020, 7:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1317 FORD AVE,MODESTO,CALIFORNIA,95350,-120.9837325,37.66250467,0,0,0,NULL,FELONY,4/24/2020,23,SUSPECT,8004,UNK,UNKNOWN
MP20801022 - 460(B) PC,MP20801022,"Apr 22, 2020, 10:27:00 AM","Apr 22, 2020, 8:40:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,COFFEE RD & SCENIC DR,MODESTO,CALIFORNIA,95355,-120.9755442,37.64899453,0,0,0,NULL,FELONY,4/22/2020,23,SUSPECT,8005,UNK,UNKNOWN
MP20801026 - 460(B) PC,MP20801026,"Apr 23, 2020, 10:41:00 AM","Apr 23, 2020, 1:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1105 W RUMBLE RD,MODESTO,CALIFORNIA,95350,-121.0089482,37.68223623,0,0,0,NULL,FELONY,4/23/2020,23,SUSPECT,8006,UNK,UNKNOWN
MP20011643 - 460(B) PC,MP20011643,"Apr 26, 2020, 9:00:10 AM","Apr 26, 2020, 7:11:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1209 HELD DR,MO,NULL,95355,-120.9132949,37.66270548,0,0,0,NULL,FELONY,4/26/2020,23,SUSPECT,8007,30,MALE
MP20011752 - 460(B) PC,MP20011752,"Apr 27, 2020, 12:21:00 PM","Apr 27, 2020, 5:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1560 CUMMINS DR,MODESTO,CALIFORNIA,95358,-121.0347533,37.65757601,0,0,0,NULL,FELONY,4/27/2020,24,SUSPECT,8008,UNK,UNKNOWN
MP20011723 - 460(B) PC,MP20011723,"Apr 27, 2020, 8:35:00 AM","Apr 26, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,215 FLOYD AVE,MODESTO,CALIFORNIA,95350,-120.9910177,37.6782102,0,0,0,NULL,FELONY,4/27/2020,24,SUSPECT,8009,UNK,UNKNOWN
MP20011922 - 460(B) PC,MP20011922,"Apr 28, 2020, 7:15:00 PM","Apr 3, 2020, 5:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3848 MC HENRY AVE,MODESTO,CALIFORNIA,95356,-120.99432,37.6945498,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY,4/28/2020,24,SUSPECT,8010,UNK,UNKNOWN
MP20801053 - 460(B) PC,MP20801053,"Apr 27, 2020, 3:29:00 PM","Apr 25, 2020, 12:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1617 JIM WAY,MODESTO,CALIFORNIA,95358,-120.9850033,37.60681286,0,0,0,NULL,FELONY,4/27/2020,24,SUSPECT,8011,UNK,UNKNOWN
MP20801052 - 460(B) PC,MP20801052,"Apr 27, 2020, 1:20:00 PM","Apr 27, 2020, 9:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1156 SCENIC DR,MODESTO,CALIFORNIA,95350,-120.9778196,37.64792736,0,0,0,NULL,FELONY,4/27/2020,24,SUSPECT,8012,UNK,UNKNOWN
MP20801039 - 460(B) PC,MP20801039,"Apr 24, 2020, 7:07:00 PM","Apr 24, 2020, 5:34:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3801 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0646843,37.7001619,0,0,0,NULL,FELONY,4/24/2020,23,SUSPECT,8013,UNK,UNKNOWN
MP20801044 - 460(B) PC,MP20801044,"Apr 25, 2020, 10:55:00 PM","Apr 25, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3801 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0646843,37.7001619,0,0,0,NULL,FELONY,4/25/2020,23,SUSPECT,8014,UNK,UNKNOWN
MP20801043 - 460(B) PC,MP20801043,"Apr 25, 2020, 9:23:00 PM","Apr 25, 2020, 3:35:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,715 KEARNEY AVE,MODESTO,CALIFORNIA,95350,-121.0166983,37.65513023,0,0,0,NULL,FELONY,4/25/2020,23,SUSPECT,8015,UNK,UNKNOWN
MP20011423 - 460(B) PC,MP20011423,"Apr 24, 2020, 8:16:15 AM","Apr 23, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,305 COLLEGE AVE,MODESTO,CALIFORNIA,95350,-121.0073215,37.64848821,0,0,0,NULL,FELONY,4/24/2020,23,SUSPECT,8016,UNK,UNKNOWN
MP20011937 - 460(B) PC,MP20011937,"Apr 29, 2020, 6:40:15 AM","Apr 29, 2020, 6:40:15 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,312 E ORANGEBURG AVE,MODESTO,CALIFORNIA,NULL,-120.9887586,37.66325048,0,0,0,NULL,FELONY,4/29/2020,24,SUSPECT,8017,UNK,MALE
MP20012041 - 460(B) PC,MP20012041,"Apr 30, 2020, 7:50:55 AM","Apr 29, 2020, 7:41:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,800 MARSHALL AVE,MODESTO,CALIFORNIA,95351,-121.0147443,37.63122606,0,0,0,NULL,MISDEMEANOR,4/30/2020,24,SUSPECT,8018,UNK,UNKNOWN
MP20012049 - 460(B) PC,MP20012049,"Apr 30, 2020, 8:43:23 AM","Apr 30, 2020, 8:43:23 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2600 STANDIFORD AVE,MO,NULL,NULL,-121.0433601,37.68518226,0,0,0,NULL,FELONY,4/30/2020,24,SUSPECT,8019,UNK,UNKNOWN
MP20012083 - 460(B) PC,MP20012083,"Apr 30, 2020, 1:07:00 PM","Apr 30, 2020, 7:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,531 7TH ST,MODESTO,CALIFORNIA,95354,-120.9986685,37.6341713,0,0,0,NULL,FELONY,4/30/2020,24,SUSPECT,8020,UNK,UNKNOWN
MP20010825 - 463 (A) PC,MP20010825,"Apr 18, 2020, 12:45:00 AM","Apr 18, 2020, 12:45:00 AM",463 (A) PC,463 (A) PC BURGLARY/ETC DURING STATE OF EMERGENCY/ETC 05 Burglary - Breaking & Entering 2194,2601 OAKDALE RD,MODESTO,CALIFORNIA,95355,-120.9593144,37.67886503,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/18/2020,22,SUSPECT,8021,UNK,MALE
MP20010825 - 460 (B) PC,MP20010825,"Apr 18, 2020, 12:45:00 AM","Apr 18, 2020, 12:45:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2601 OAKDALE RD,MODESTO,CALIFORNIA,95355,-120.9593144,37.67886503,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/18/2020,22,SUSPECT,8021,UNK,MALE
MP20011010 - 487 (D) PC,MP20011010,"Apr 20, 2020, 8:29:10 AM","Apr 20, 2020, 8:20:00 AM",487 (D) PC,487 (D) PC GRAND THEFT:AUTO 07 Motor Vehicle Theft 2304,3601 COFFEE RD,MODESTO,CALIFORNIA,95356,-120.9761771,37.69140653,1,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,8022,25,MALE
MP20011010 - 487 (A) PC,MP20011010,"Apr 20, 2020, 8:29:10 AM","Apr 20, 2020, 8:20:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3601 COFFEE RD,MODESTO,CALIFORNIA,95356,-120.9761771,37.69140653,1,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,8022,25,MALE
MP20011010 - 463 (B) PC,MP20011010,"Apr 20, 2020, 8:29:10 AM","Apr 20, 2020, 8:20:00 AM",463 (B) PC,463 (B) PC GRAND THEFT DURING STATE OF EMERGENCY/ETC 06 Theft 2195,3601 COFFEE RD,MODESTO,CALIFORNIA,95356,-120.9761771,37.69140653,1,0,0,NULL,FELONY,4/20/2020,23,SUSPECT,8022,25,MALE
MP20000548 - 484 (A) PC,MP20000548,"Jan 7, 2020, 8:33:20 AM","Jan 7, 2020, 6:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1953 SPRING LN,MODESTO,CALIFORNIA,95356,-121.029619,37.7020372,0,0,0,NULL,MISDEMEANOR,1/7/2020,8,SUSPECT,8023,UNK,UNKNOWN
MP20002427 - 484 (A) PC,MP20002427,"Jan 25, 2020, 1:28:36 PM","Jan 25, 2020, 1:28:36 PM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,2219 SURREY AVE,MODESTO,CALIFORNIA,95355,-120.9563226,37.6567045,0,0,0,NULL,MISDEMEANOR,1/25/2020,10,SUSPECT,8024,UNK,UNKNOWN
MP20003654 - 487 (D)(2) PC,MP20003654,"Feb 6, 2020, 5:17:04 AM","Feb 6, 2020, 1:30:00 AM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,1420 CHAPALA WAY,MO,CALIFORNIA,95355,-120.9718157,37.6770115,0,0,0,NULL,FELONY,2/6/2020,12,SUSPECT,8025,UNK,MALE
MP20003654 - 484 (A) PC,MP20003654,"Feb 6, 2020, 5:17:04 AM","Feb 6, 2020, 1:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1420 CHAPALA WAY,MO,CALIFORNIA,95355,-120.9718157,37.6770115,0,0,0,NULL,MISDEMEANOR,2/6/2020,12,SUSPECT,8025,UNK,MALE
MP20006233 - 484 (A) PC,MP20006233,"Feb 29, 2020, 2:04:33 PM","Feb 23, 2020, 6:00:00 PM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1419 LAKE PARK CT,MODESTO,CALIFORNIA,95355,-120.938066,37.66461393,0,0,0,NULL,MISDEMEANOR,2/29/2020,15,SUSPECT,8026,UNK,UNKNOWN
MP20006132 - 484 (A) PC,MP20006132,"Feb 28, 2020, 4:56:56 PM","Feb 27, 2020, 4:00:00 PM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,900 17TH ST,MO,NULL,NULL,-120.9924833,37.64515299,0,0,0,NULL,MISDEMEANOR,2/28/2020,15,SUSPECT,8027,UNK,UNKNOWN
MP20003907 - 484 (A) PC,MP20003907,"Feb 8, 2020, 9:15:27 AM","Feb 8, 2020, 5:30:00 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,2017 DURANGO LN,MODESTO,CALIFORNIA,95355,-120.9678474,37.67320055,0,0,0,NULL,MISDEMEANOR,2/8/2020,12,SUSPECT,8028,35,MALE
