year,state_abbr,type,population,incidents,unemp
1985,NV,robbery,936000,2573,0.077
1985,NY,robbery,17783000,89706,0.066
1985,OH,robbery,10744000,14301,0.089
1985,OK,robbery,3301000,3526,0.072
1985,OR,robbery,2687000,4986,0.088
1985,PA,robbery,11853000,17429,0.08
1985,RI,robbery,968000,1122,0.047
1985,SC,robbery,3347000,3143,0.069
1985,SD,robbery,708000,121,0.049
1985,TN,robbery,4762000,8614,0.08
1985,TX,robbery,16370000,31680,0.07
1985,UT,robbery,1645000,908,0.06
1985,VA,robbery,5706000,5720,0.055
1985,VT,robbery,535000,112,0.048
1985,WA,robbery,4409000,5821,0.084
1985,WI,robbery,4775000,3351,0.072
1985,WV,robbery,1936000,728,0.131
1985,WY,robbery,509000,102,0.069
1986,AK,robbery,534000,470,0.11
1986,AL,robbery,4053000,4523,0.097
1986,AR,robbery,2372000,1890,0.086
1986,AZ,robbery,3317000,5614,0.069
1986,CA,robbery,26981000,92512,0.067
1986,CO,robbery,3267000,4731,0.075
1986,CT,robbery,3189000,6129,0.039
1986,DC,robbery,626000,4720,0.075
1986,DE,robbery,633000,786,0.043
1986,FL,robbery,11675000,42822,0.058
1986,GA,robbery,6104000,13056,0.06
1986,HI,robbery,1062000,1129,0.048
1986,IA,robbery,2851000,1197,0.068
1986,ID,robbery,1003000,214,0.085
1986,IL,robbery,11533000,37583,0.083
1986,IN,robbery,5504000,4954,0.069
1986,KS,robbery,2461000,1958,0.053
1986,KY,robbery,3728000,3076,0.094
1986,LA,robbery,4501000,10071,0.128
1986,MA,robbery,5832000,11239,0.039
1986,MD,robbery,4463000,13569,0.046
1986,ME,robbery,1174000,328,0.053
1986,MI,robbery,9145000,27550,0.088
1986,MN,robbery,4214000,4299,0.055
1986,MO,robbery,5066000,8624,0.062
1986,MT,robbery,819000,160,0.079
1986,NC,robbery,6331000,5551,0.053
1986,ND,robbery,679000,47,0.059
1986,NE,robbery,1598000,817,0.05
1986,NH,robbery,1027000,242,0.028
1986,NJ,robbery,7620000,20473,0.05
1986,NM,robbery,1479000,1916,0.093
1986,NV,robbery,963000,2763,0.062
1986,NY,robbery,17772000,91360,0.062
1986,OH,robbery,10752000,15283,0.083
1986,OK,robbery,3305000,3521,0.082
1986,OR,robbery,2698000,5555,0.081
1986,PA,robbery,11889000,18085,0.069
1986,RI,robbery,975000,1157,0.041
1986,SC,robbery,3378000,3361,0.064
1986,SD,robbery,708000,115,0.046
1986,TN,robbery,4803000,9978,0.079
1986,TX,robbery,16682000,40021,0.088
1986,UT,robbery,1665000,976,0.061
1986,VA,robbery,5787000,6118,0.05
1986,VT,robbery,541000,120,0.043
1986,WA,robbery,4463000,6031,0.081
1986,WI,robbery,4785000,3483,0.07
1986,WV,robbery,1919000,787,0.118
1986,WY,robbery,507000,114,0.089
1987,AK,robbery,525000,384,0.103
1987,AL,robbery,4083000,4581,0.081
1987,AR,robbery,2388000,1890,0.081
1987,AZ,robbery,3386000,4687,0.065
1987,CA,robbery,27663000,83341,0.058
1987,CO,robbery,3296000,3916,0.076
1987,CT,robbery,3211000,5720,0.034
1987,DC,robbery,622000,4462,0.063
1987,DE,robbery,644000,789,0.031
1987,FL,robbery,12023000,42869,0.053
1987,GA,robbery,6222000,13014,0.057
1987,HI,robbery,1083000,1061,0.038
1987,IA,robbery,2834000,1025,0.055
1987,ID,robbery,998000,242,0.076
1987,IL,robbery,11582000,36406,0.075
1987,IN,robbery,5531000,4901,0.062
1987,KS,robbery,2476000,2032,0.049
1987,KY,robbery,3727000,3361,0.085
1987,LA,robbery,4461000,7987,0.121
1987,MA,robbery,5855000,10379,0.032
1987,MD,robbery,4535000,13164,0.044
1987,ME,robbery,1187000,304,0.044
1987,MI,robbery,9200000,25442,0.083
1987,MN,robbery,4246000,4354,0.051
1987,MO,robbery,5103000,8376,0.063
1987,MT,robbery,809000,196,0.075
1987,NC,robbery,6413000,6023,0.045
1987,ND,robbery,672000,51,0.05
1987,NE,robbery,1594000,751,0.044
1987,NH,robbery,1057000,280,0.023
1987,NJ,robbery,7672000,17862,0.041
1987,NM,robbery,1500000,1625,0.087
1987,NV,robbery,1007000,2744,0.061
1987,NY,robbery,17825000,89721,0.049
1987,OH,robbery,10784000,16511,0.071
1987,OK,robbery,3272000,3583,0.073
1987,OR,robbery,2724000,5338,0.063
1987,PA,robbery,11936000,17241,0.057
1987,RI,robbery,986000,1062,0.036
1987,SC,robbery,3425000,3463,0.055
1987,SD,robbery,709000,87,0.042
1987,TN,robbery,4855000,9409,0.066
1987,TX,robbery,16789000,38053,0.084
1987,UT,robbery,1680000,887,0.062
1987,VA,robbery,5904000,6244,0.043
1987,VT,robbery,548000,92,0.036
1987,WA,robbery,4538000,6417,0.074
1987,WI,robbery,4807000,3192,0.059
1987,WV,robbery,1897000,591,0.108
1987,WY,robbery,490000,98,0.081
1988,AK,robbery,513000,374,0.088
1988,AL,robbery,4127000,4860,0.072
1988,AR,robbery,2422000,2037,0.076
1988,AZ,robbery,3466000,4750,0.064
1988,CA,robbery,28168000,86141,0.053
1988,CO,robbery,3290000,3250,0.065
1988,CT,robbery,3241000,6080,0.029
1988,DC,robbery,620000,5690,0.05
1988,DE,robbery,660000,784,0.032
1988,FL,robbery,12377000,49916,0.051
1988,GA,robbery,6401000,15593,0.057
1988,HI,robbery,1093000,919,0.032
1988,IA,robbery,2834000,1132,0.045
1988,ID,robbery,999000,202,0.06
1988,IL,robbery,11544000,36097,0.067
1988,IN,robbery,5575000,4963,0.053
1988,KS,robbery,2487000,2136,0.045
1988,KY,robbery,3721000,2764,0.076
1988,LA,robbery,4420000,9238,0.108
1988,MA,robbery,5871000,10352,0.033
1988,MD,robbery,4644000,13994,0.043
1988,ME,robbery,1206000,311,0.036
1988,MI,robbery,9300000,22424,0.075
1988,MN,robbery,4306000,4079,0.043
1988,MO,robbery,5139000,8638,0.057
1988,MT,robbery,804000,182,0.066
1988,NC,robbery,6526000,7085,0.036
1988,ND,robbery,663000,54,0.047
1988,NE,robbery,1601000,898,0.036
1988,NH,robbery,1097000,231,0.024
1988,NJ,robbery,7720000,18927,0.038
1988,NM,robbery,1510000,1557,0.075
1988,NV,robbery,1060000,3087,0.052
1988,NY,robbery,17898000,97434,0.043
1988,OH,robbery,10872000,17546,0.061
1988,OK,robbery,3263000,3428,0.064
1988,OR,robbery,2741000,5289,0.058
1988,PA,robbery,12027000,16607,0.051
1988,RI,robbery,995000,1146,0.031
1988,SC,robbery,3493000,4357,0.047
1988,SD,robbery,715000,87,0.041
1988,TN,robbery,4919000,8537,0.058
1988,TX,robbery,16780000,39301,0.074
1988,UT,robbery,1691000,915,0.05
1988,VA,robbery,5996000,6748,0.039
1988,VT,robbery,556000,89,0.03
1988,WA,robbery,4619000,6738,0.063
1988,WI,robbery,4858000,3258,0.044
1988,WV,robbery,1884000,644,0.099
1988,WY,robbery,471000,71,0.065
1989,AK,robbery,527000,356,0.07
1989,AL,robbery,4118000,5515,0.07
1989,AR,robbery,2406000,2660,0.07
1989,AZ,robbery,3556000,4944,0.053
1989,CA,robbery,29063000,96431,0.051
1989,CO,robbery,3317000,2984,0.057
1989,CT,robbery,3239000,6956,0.038
1989,DC,robbery,604000,6542,0.049
1989,DE,robbery,673000,934,0.035
1989,FL,robbery,12671000,51188,0.056
1989,GA,robbery,6436000,17450,0.055
1989,HI,robbery,1112000,925,0.025
1989,IA,robbery,2840000,1108,0.042
1989,ID,robbery,1014000,152,0.053
1989,IL,robbery,11658000,39138,0.06
1989,IN,robbery,5593000,5671,0.048
1989,KS,robbery,2513000,2508,0.042
1989,KY,robbery,3727000,2836,0.064
1989,LA,robbery,4382000,10397,0.08
1989,MA,robbery,5913000,11980,0.041
1989,MD,robbery,4694000,15589,0.038
1989,ME,robbery,1222000,293,0.04
1989,MI,robbery,9273000,20616,0.071
1989,MN,robbery,4353000,4128,0.043
1989,MO,robbery,5159000,10060,0.055
1989,MT,robbery,806000,137,0.058
1989,NC,robbery,6571000,8770,0.035
1989,ND,robbery,660000,61,0.043
1989,NE,robbery,1611000,837,0.029
1989,NH,robbery,1107000,264,0.035
1989,NJ,robbery,7736000,21139,0.041
1989,NM,robbery,1528000,1607,0.067
1989,NV,robbery,1111000,2784,0.047
1989,NY,robbery,17950000,103983,0.05
1989,OH,robbery,10907000,18635,0.056
1989,OK,robbery,3224000,4070,0.057
1989,OR,robbery,2820000,4282,0.054
1989,PA,robbery,12040000,18025,0.047
1989,RI,robbery,998000,1122,0.041
1989,SC,robbery,3512000,4574,0.046
1989,SD,robbery,715000,84,0.04
1989,TN,robbery,4940000,7926,0.051
1989,TX,robbery,16991000,37913,0.067
1989,UT,robbery,1707000,898,0.046
1989,VA,robbery,6098000,6494,0.039
1989,VT,robbery,567000,102,0.035
1989,WA,robbery,4761000,6672,0.059
1989,WI,robbery,4867000,3659,0.044
1989,WV,robbery,1857000,793,0.086
1989,WY,robbery,475000,81,0.062
1990,AK,robbery,550043,422,0.072
1990,AL,robbery,4040587,5805,0.068
1990,AR,robbery,2350725,2661,0.069
1990,AZ,robbery,3665228,5897,0.053
1990,CA,robbery,29760021,112208,0.058
1990,CO,robbery,3294394,2985,0.052
1990,CT,robbery,3287116,7717,0.051
1990,DC,robbery,606900,7365,0.063
1990,DE,robbery,666168,1098,0.047
1990,FL,robbery,12937926,53928,0.061
1990,GA,robbery,6478216,17067,0.055
1990,HI,robbery,1108229,1013,0.027
1990,IA,robbery,2776755,1089,0.044
1990,ID,robbery,1006749,151,0.055
1990,IL,robbery,11430602,45038,0.061
1990,IN,robbery,5544159,5619,0.053
1990,KS,robbery,2477574,2914,0.043
1990,KY,robbery,3685296,2545,0.06
1990,LA,robbery,4219973,11387,0.062
1990,MA,robbery,6016425,13062,0.063
1990,MD,robbery,4781468,17394,0.045
1990,ME,robbery,1227928,308,0.053
1990,MI,robbery,9295297,21752,0.076
1990,MN,robbery,4375099,4057,0.048
1990,MO,robbery,5117073,11073,0.058
1990,MT,robbery,799065,173,0.06
1990,NC,robbery,6628637,10082,0.041
1990,ND,robbery,638800,50,0.04
1990,NE,robbery,1578385,807,0.024
1990,NH,robbery,1109252,302,0.057
1990,NJ,robbery,7730188,23269,0.051
1990,NM,robbery,1515069,1744,0.066
1990,NV,robbery,1201833,2864,0.047
1990,NY,robbery,17990455,112380,0.053
1990,OH,robbery,10847115,20451,0.056
1990,OK,robbery,3145585,3836,0.057
1990,OR,robbery,2842321,4102,0.055
1990,PA,robbery,11881643,20930,0.055
1990,RI,robbery,1003464,1224,0.064
1990,SC,robbery,3486703,5313,0.048
1990,SD,robbery,696004,86,0.038
1990,TN,robbery,4877185,9325,0.053
1990,TX,robbery,16986510,44297,0.063
1990,UT,robbery,1722850,980,0.044
1990,VA,robbery,6187358,7626,0.045
1990,VT,robbery,562758,66,0.05
1990,WA,robbery,4866692,6326,0.052
1990,WI,robbery,4891769,5514,0.044
1990,WV,robbery,1793477,680,0.085
1990,WY,robbery,453588,72,0.053
1991,AK,robbery,570000,645,0.085
1991,AL,robbery,4089000,6246,0.073
1991,AR,robbery,2372000,3217,0.074
1991,AZ,robbery,3750000,6215,0.059
1991,CA,robbery,30380000,124939,0.077
1991,CO,robbery,3377000,3628,0.052
1991,CT,robbery,3291000,7384,0.065
1991,DC,robbery,598000,7269,0.078
1991,DE,robbery,680000,1460,0.062
1991,FL,robbery,13277000,53083,0.075
1991,GA,robbery,6623000,17762,0.052
1991,HI,robbery,1135000,986,0.029
1991,IA,robbery,2795000,1257,0.047
1991,ID,robbery,1039000,215,0.062
1991,IL,robbery,11543000,52653,0.072
1991,IN,robbery,5610000,6506,0.06
1991,KS,robbery,2495000,3453,0.044
1991,KY,robbery,3713000,3084,0.073
1991,LA,robbery,4252000,11860,0.073
1991,MA,robbery,5996000,11669,0.086
1991,MD,robbery,4860000,19783,0.061
1991,ME,robbery,1235000,280,0.075
1991,MI,robbery,9368000,22790,0.092
1991,MN,robbery,4432000,4345,0.052
1991,MO,robbery,5158000,12952,0.066
1991,MT,robbery,808000,150,0.069
1991,NC,robbery,6737000,11990,0.058
1991,ND,robbery,635000,51,0.044
1991,NE,robbery,1593000,861,0.027
1991,NH,robbery,1105000,365,0.073
1991,NJ,robbery,7760000,22744,0.067
1991,NM,robbery,1548000,1862,0.071
1991,NV,robbery,1284000,4012,0.058
1991,NY,robbery,18058000,112342,0.072
1991,OH,robbery,10939000,23536,0.065
1991,OK,robbery,3175000,4094,0.063
1991,OR,robbery,2922000,4387,0.064
1991,PA,robbery,11961000,23191,0.071
1991,RI,robbery,1004000,1234,0.086
1991,SC,robbery,3560000,6092,0.061
1991,SD,robbery,703000,132,0.035
1991,TN,robbery,4953000,10543,0.067
1991,TX,robbery,17349000,49700,0.069
1991,UT,robbery,1770000,976,0.047
1991,VA,robbery,6286000,8651,0.059
1991,VT,robbery,567000,67,0.066
1991,WA,robbery,5018000,7303,0.063
1991,WI,robbery,4955000,5895,0.055
1991,WV,robbery,1801000,779,0.107
1991,WY,robbery,460000,79,0.052
1992,AK,robbery,587000,640,0.089
1992,AL,robbery,4136000,6819,0.076
1992,AR,robbery,2399000,3011,0.071
1992,AZ,robbery,3832000,5867,0.075
1992,CA,robbery,30867000,130897,0.093
1992,CO,robbery,3470000,4180,0.06
1992,CT,robbery,3281000,6918,0.075
1992,DC,robbery,589000,7459,0.086
1992,DE,robbery,689000,1042,0.054
1992,FL,robbery,13488000,49482,0.082
1992,GA,robbery,6751000,16863,0.069
1992,HI,robbery,1160000,1151,0.043
1992,IA,robbery,2812000,1113,0.045
1992,ID,robbery,1067000,229,0.064
1992,IL,robbery,11631000,47973,0.079
1992,IN,robbery,5662000,6921,0.065
1992,KS,robbery,2523000,3277,0.045
1992,KY,robbery,3755000,3273,0.069
1992,LA,robbery,4287000,11636,0.08
1992,MA,robbery,5998000,11059,0.085
1992,MD,robbery,4908000,21054,0.068
1992,ME,robbery,1235000,288,0.073
1992,MI,robbery,9437000,20902,0.09
1992,MN,robbery,4480000,4906,0.051
1992,MO,robbery,5193000,11783,0.062
1992,MT,robbery,824000,222,0.067
1992,NC,robbery,6843000,12784,0.061
1992,ND,robbery,636000,50,0.048
1992,NE,robbery,1606000,911,0.029
1992,NH,robbery,1111000,367,0.073
1992,NJ,robbery,7789000,22216,0.084
1992,NM,robbery,1581000,2202,0.072
1992,NV,robbery,1327000,4397,0.067
1992,NY,robbery,18119000,108154,0.086
1992,OH,robbery,11016000,21925,0.074
1992,OK,robbery,3212000,4376,0.06
1992,OR,robbery,2977000,4507,0.074
1992,PA,robbery,12009000,21701,0.076
1992,RI,robbery,1005000,950,0.089
1992,SC,robbery,3603000,6148,0.067
1992,SD,robbery,711000,120,0.033
1992,TN,robbery,5024000,10964,0.065
1992,TX,robbery,17656000,44588,0.076
1992,UT,robbery,1813000,1014,0.049
1992,VA,robbery,6377000,8787,0.063
1992,VT,robbery,570000,51,0.061
1992,WA,robbery,5136000,7178,0.073
1992,WI,robbery,5007000,5997,0.051
1992,WV,robbery,1812000,788,0.113
1992,WY,robbery,466000,84,0.056
1993,AK,robbery,599000,733,0.077
1993,AL,robbery,4187000,6677,0.073
1993,AR,robbery,2424000,3027,0.062
1993,AZ,robbery,3936000,6412,0.064
1993,CA,robbery,31211000,126436,0.095
1993,CO,robbery,3566000,4160,0.053
1993,CT,robbery,3277000,6447,0.066
1993,DC,robbery,578000,7107,0.085
1993,DE,robbery,700000,1307,0.05
1993,FL,robbery,13679000,48913,0.071
1993,GA,robbery,6917000,17154,0.06
1993,HI,robbery,1172000,1214,0.045
1993,IA,robbery,2814000,1517,0.041
1993,ID,robbery,1099000,186,0.06
1993,IL,robbery,11697000,44584,0.074
1993,IN,robbery,5713000,6845,0.054
1993,KS,robbery,2531000,3128,0.05
1993,KY,robbery,3789000,3425,0.062
1993,LA,robbery,4295000,12182,0.076
1993,MA,robbery,6012000,10563,0.07
1993,MD,robbery,4965000,21582,0.062
1993,ME,robbery,1239000,264,0.073
1993,MI,robbery,9478000,22601,0.072
1993,MN,robbery,4517000,5092,0.05
1993,MO,robbery,5234000,12654,0.062
1993,MT,robbery,839000,272,0.061
1993,NC,robbery,6945000,13364,0.05
1993,ND,robbery,635000,53,0.043
1993,NE,robbery,1607000,1003,0.028
1993,NH,robbery,1125000,307,0.062
1993,NJ,robbery,7879000,23319,0.076
1993,NM,robbery,1616000,2237,0.07
1993,NV,robbery,1389000,4724,0.069
1993,NY,robbery,18197000,102122,0.079
1993,OH,robbery,11091000,21373,0.066
1993,OK,robbery,3231000,3935,0.059
1993,OR,robbery,3032000,3930,0.07
1993,PA,robbery,12048000,21563,0.07
1993,RI,robbery,1000000,1011,0.077
1993,SC,robbery,3643000,6825,0.073
1993,SD,robbery,715000,107,0.034
1993,TN,robbery,5099000,11224,0.058
1993,TX,robbery,18031000,40469,0.072
1993,UT,robbery,1860000,1090,0.041
1993,VA,robbery,6491000,9216,0.052
1993,VT,robbery,576000,52,0.052
1993,WA,robbery,5255000,7204,0.073
1993,WI,robbery,5038000,5714,0.048
1993,WV,robbery,1820000,782,0.106
1993,WY,robbery,470000,81,0.054
1994,AK,robbery,606000,886,0.076
1994,AL,robbery,4219000,7223,0.062
1994,AR,robbery,2453000,3158,0.054
1994,AZ,robbery,4075000,6601,0.062
1994,CA,robbery,31431000,112160,0.086
1994,CO,robbery,3656000,3910,0.043
1994,CT,robbery,3275000,6150,0.056
1994,DC,robbery,570000,6311,0.08
1994,DE,robbery,706000,1141,0.048
1994,FL,robbery,13953000,45871,0.065
1994,GA,robbery,7055000,15703,0.052
1994,HI,robbery,1179000,1221,0.055
1994,IA,robbery,2829000,1327,0.035
1994,ID,robbery,1133000,209,0.054
1994,IL,robbery,11752000,43788,0.058
1994,IN,robbery,5752000,7490,0.049
1994,KS,robbery,2554000,2940,0.049
1994,KY,robbery,3827000,3595,0.054
1994,LA,robbery,4315000,11530,0.079
1994,MA,robbery,6041000,10160,0.061
1994,MD,robbery,5006000,20147,0.053
1994,ME,robbery,1240000,278,0.07
1994,MI,robbery,9496000,21733,0.06
1994,MN,robbery,4567000,5370,0.041
1994,MO,robbery,5278000,12178,0.051
1994,MT,robbery,856000,280,0.053
1994,NC,robbery,7070000,12811,0.044
1994,ND,robbery,638000,71,0.037
1994,NE,robbery,1623000,1223,0.027
1994,NH,robbery,1137000,308,0.047
1994,NJ,robbery,7904000,22762,0.068
1994,NM,robbery,1654000,2329,0.065
1994,NV,robbery,1457000,5134,0.062
1994,NY,robbery,18169000,86617,0.07
1994,OH,robbery,11102000,20821,0.056
1994,OK,robbery,3258000,4174,0.056
1994,OR,robbery,3086000,4264,0.054
1994,PA,robbery,12052000,22497,0.063
1994,RI,robbery,997000,870,0.069
1994,SC,robbery,3664000,6817,0.062
1994,SD,robbery,721000,135,0.033
1994,TN,robbery,5175000,10735,0.049
1994,TX,robbery,18378000,37643,0.065
1994,UT,robbery,1908000,1213,0.038
1994,VA,robbery,6552000,8704,0.049
1994,VT,robbery,580000,71,0.046
1994,WA,robbery,5343000,7464,0.066
1994,WI,robbery,5082000,5739,0.045
1994,WV,robbery,1822000,772,0.088
1994,WY,robbery,476000,79,0.05
1995,AK,robbery,604000,937,0.073
1995,AL,robbery,4253000,7900,0.06
1995,AR,robbery,2484000,3122,0.048
1995,AZ,robbery,4218000,7329,0.054
1995,CA,robbery,31589000,104611,0.079
1995,CO,robbery,3747000,3604,0.04
1995,CT,robbery,3275000,5345,0.055
1995,DC,robbery,554000,6864,0.088
1995,DE,robbery,717000,1425,0.043
1995,FL,robbery,14166000,42485,0.055
1995,GA,robbery,7201000,14777,0.048
1995,HI,robbery,1187000,1553,0.059
1995,IA,robbery,2842000,1507,0.035
1995,ID,robbery,1163000,279,0.054
1995,IL,robbery,11830000,39139,0.052
1995,IN,robbery,5803000,7844,0.046
1995,KS,robbery,2565000,2775,0.044
1995,KY,robbery,3860000,4001,0.054
1995,LA,robbery,4342000,11662,0.07
1995,MA,robbery,6074000,9137,0.053
1995,MD,robbery,5042000,21334,0.05
1995,ME,robbery,1241000,334,0.06
1995,MI,robbery,9549000,17885,0.053
1995,MN,robbery,4610000,5702,0.038
1995,MO,robbery,5324000,10863,0.047
1995,MS,robbery,2697000,3530,0.062
1995,MT,robbery,870000,253,0.057
1995,NC,robbery,7195000,12896,0.043
1995,ND,robbery,641000,64,0.032
1995,NE,robbery,1637000,1067,0.027
1995,NH,robbery,1148000,314,0.04
1995,NJ,robbery,7945000,22486,0.064
1995,NM,robbery,1685000,2604,0.066
1995,NV,robbery,1530000,4966,0.056
1995,NY,robbery,18136000,72492,0.063
1995,OH,robbery,11151000,19931,0.048
1995,OK,robbery,3278000,3788,0.046
1995,OR,robbery,3141000,4332,0.049
1995,PA,robbery,12072000,22858,0.059
1995,RI,robbery,990000,914,0.063
1995,SC,robbery,3673000,6461,0.052
1995,SD,robbery,729000,189,0.031
1995,TN,robbery,5256000,11732,0.052
1995,TX,robbery,18724000,33667,0.061
1995,UT,robbery,1951000,1309,0.035
1995,VA,robbery,6618000,8718,0.045
1995,VT,robbery,585000,64,0.043
1995,WA,robbery,5431000,7209,0.064
1995,WI,robbery,5123000,5384,0.038
1995,WV,robbery,1828000,781,0.079
1995,WY,robbery,480000,86,0.048
1996,AK,robbery,607000,710,0.076
1996,AL,robbery,4273000,7124,0.052
1996,AR,robbery,2510000,2864,0.053
1996,AZ,robbery,4428000,7429,0.056
1996,CA,robbery,31878000,94222,0.073
1996,CO,robbery,3823000,3755,0.042
1996,CT,robbery,3274000,5552,0.055
1996,DC,robbery,543000,6444,0.084
1996,DE,robbery,725000,1304,0.051
1996,FL,robbery,14400000,41643,0.051
1996,GA,robbery,7353000,15100,0.047
1996,HI,robbery,1184000,1606,0.063
1996,IA,robbery,2852000,1286,0.035
1996,ID,robbery,1189000,241,0.053
1996,IL,robbery,11847000,33106,0.053
1996,IN,robbery,5841000,7249,0.041
1996,KS,robbery,2572000,2476,0.043
1996,KY,robbery,3884000,3643,0.055
1996,LA,robbery,4351000,12036,0.066
1996,MA,robbery,6092000,7778,0.044
1996,MD,robbery,5072000,19944,0.051
1996,ME,robbery,1243000,292,0.052
1996,MI,robbery,9594000,16907,0.049
1996,MN,robbery,4658000,5385,0.04
1996,MO,robbery,5359000,9142,0.048
1996,MS,robbery,2716000,3646,0.06
1996,MT,robbery,879000,261,0.053
1996,NC,robbery,7323000,12001,0.043
1996,ND,robbery,644000,71,0.029
1996,NE,robbery,1652000,1052,0.027
1996,NH,robbery,1162000,317,0.038
1996,NJ,robbery,7988000,18838,0.062
1996,NM,robbery,1713000,2782,0.072
1996,NV,robbery,1603000,4931,0.05
1996,NY,robbery,18185000,61822,0.062
1996,OH,robbery,11173000,18336,0.05
1996,OK,robbery,3301000,3519,0.041
1996,OR,robbery,3204000,3914,0.057
1996,PA,robbery,12056000,22784,0.055
1996,RI,robbery,990000,824,0.055
1996,SC,robbery,3699000,6361,0.058
1996,SD,robbery,732000,138,0.032
1996,TN,robbery,5320000,11902,0.052
1996,TX,robbery,19128000,32804,0.057
1996,UT,robbery,2000000,1377,0.034
1996,VA,robbery,6675000,8181,0.045
1996,VT,robbery,589000,91,0.043
1996,WA,robbery,5533000,6587,0.061
1996,WI,robbery,5160000,4982,0.036
1996,WV,robbery,1826000,737,0.075
1996,WY,robbery,481000,98,0.049
1997,AK,robbery,609000,648,0.072
1997,AL,robbery,4319000,6931,0.05
1997,AR,robbery,2523000,2814,0.052
1997,AZ,robbery,4555000,7547,0.046
1997,CA,robbery,32268000,81468,0.064
1997,CO,robbery,3893000,3242,0.035
1997,CT,robbery,3270000,4999,0.05
1997,DC,robbery,529000,4501,0.08
1997,DE,robbery,732000,1783,0.04
1997,FL,robbery,14654000,40459,0.048
1997,GA,robbery,7486000,15473,0.046
1997,HI,robbery,1187000,1403,0.062
1997,IA,robbery,2852000,1593,0.031
1997,ID,robbery,1210000,237,0.052
1997,IL,robbery,11896000,33123,0.048
1997,IN,robbery,5864000,7763,0.035
1997,KS,robbery,2595000,2535,0.038
1997,KY,robbery,3908000,3546,0.053
1997,LA,robbery,4352000,10407,0.06
1997,MA,robbery,6118000,6676,0.039
1997,MD,robbery,5094000,17157,0.05
1997,ME,robbery,1242000,257,0.051
1997,MI,robbery,9774000,14934,0.043
1997,MN,robbery,4686000,5373,0.033
1997,MO,robbery,5402000,8430,0.043
1997,MS,robbery,2731000,3741,0.057
1997,MT,robbery,879000,179,0.053
1997,NC,robbery,7425000,12817,0.038
1997,ND,robbery,641000,41,0.027
1997,NE,robbery,1657000,1097,0.025
1997,NH,robbery,1173000,274,0.033
1997,NJ,robbery,8053000,16957,0.053
1997,NM,robbery,1730000,2966,0.063
1997,NV,robbery,1677000,5071,0.044
1997,NY,robbery,18137000,56094,0.064
1997,OH,robbery,11186000,17755,0.046
1997,OK,robbery,3317000,3446,0.041
1997,OR,robbery,3243000,3811,0.057
1997,PA,robbery,12020000,18788,0.051
1997,RI,robbery,987000,707,0.052
1997,SC,robbery,3760000,6624,0.046
1997,SD,robbery,738000,172,0.029
1997,TN,robbery,5368000,11487,0.053
1997,TX,robbery,19439000,30522,0.053
1997,UT,robbery,2059000,1408,0.032
1997,VA,robbery,6734000,8384,0.038
1997,VT,robbery,589000,79,0.039
1997,WA,robbery,5610000,6734,0.049
1997,WI,robbery,5170000,5214,0.036
1997,WV,robbery,1816000,782,0.069
1997,WY,robbery,480000,85,0.048
1998,AK,robbery,614000,532,0.064
1998,AL,robbery,4352000,5698,0.044
1998,AR,robbery,2538000,2442,0.052
1998,AZ,robbery,4669000,7715,0.043
1998,CA,robbery,32667000,68782,0.059
1998,CO,robbery,3971000,3238,0.036
1998,CT,robbery,3274000,4379,0.034
1998,DC,robbery,523000,3606,0.084
1998,DE,robbery,744000,1445,0.037
1998,FL,robbery,14916000,36198,0.043
1998,GA,robbery,7642000,14308,0.043
1998,HI,robbery,1193000,1225,0.061
1998,IA,robbery,2862000,1456,0.028
1998,ID,robbery,1229000,264,0.051
1998,IL,robbery,12045000,29927,0.044
1998,IN,robbery,5899000,6561,0.031
1998,KS,robbery,2629000,2287,0.035
1998,KY,robbery,3936000,3468,0.046
1998,LA,robbery,4369000,8651,0.057
1998,MA,robbery,6147000,5938,0.033
1998,MD,robbery,5135000,15339,0.044
1998,ME,robbery,1244000,263,0.045
1998,MI,robbery,9817000,15293,0.039
1998,MN,robbery,4725000,4371,0.027
1998,MO,robbery,5439000,8116,0.042
1998,MS,robbery,2752000,3394,0.053
1998,MT,robbery,880000,232,0.055
1998,NC,robbery,7546000,12133,0.035
1998,ND,robbery,638000,65,0.029
1998,NE,robbery,1663000,1290,0.026
1998,NH,robbery,1185000,255,0.028
1998,NJ,robbery,8115000,15109,0.046
1998,NM,robbery,1737000,2839,0.061
1998,NV,robbery,1747000,4453,0.042
1998,NY,robbery,18175000,49125,0.056
1998,OH,robbery,11209000,14960,0.043
1998,OK,robbery,3347000,3078,0.043
1998,OR,robbery,3282000,3452,0.058
1998,PA,robbery,12001000,19787,0.046
1998,RI,robbery,988000,659,0.046
1998,SC,robbery,3836000,5943,0.038
1998,SD,robbery,738000,149,0.028
1998,TN,robbery,5431000,9667,0.043
1998,TX,robbery,19760000,28677,0.049
1998,UT,robbery,2100000,1385,0.037
1998,VA,robbery,6791000,7171,0.029
1998,VT,robbery,591000,56,0.034
1998,WA,robbery,5689000,6577,0.048
1998,WI,robbery,5224000,4474,0.034
1998,WV,robbery,1811000,676,0.066
1998,WY,robbery,481000,78,0.047
1999,AK,robbery,619500,566,0.065
1999,AL,robbery,4369862,5297,0.047
1999,AR,robbery,2551373,2024,0.046
1999,AZ,robbery,4778332,7288,0.044
1999,CA,robbery,33145121,60039,0.052
