YrSt_ID,population,population_unemp,violent_crime,Unemp_Yr_Avg
2004 - CA,35842038,2222206.0,189175,6.2
2004 - CO,4601821,253100.0,17121,5.5
2004 - CT,3498966,174948.0,10113,5.0
2004 - DC,554239,43231.0,7590,7.8
2004 - DE,830069,33203.0,5105,4.0
2004 - FL,17385430,799730.0,123754,4.6
2004 - GA,8918129,428070.0,40217,4.8
2004 - HI,1262124,42912.0,3213,3.4
2004 - IA,2952904,132881.0,8499,4.5
2004 - ID,1395140,68362.0,3452,4.9
2004 - IL,12712016,788145.0,69365,6.2
2004 - IN,6226537,336233.0,20294,5.4
2004 - KS,2733697,150353.0,10330,5.5
2004 - KY,4141835,223659.0,10152,5.4
2004 - LA,4506685,265894.0,28844,5.9
2004 - MA,6407382,333184.0,29489,5.2
2004 - MD,5561332,239137.0,38961,4.3
2004 - ME,1314985,61804.0,1364,4.7
2004 - MI,10104206,717399.0,49737,7.1
2004 - MN,5096546,239538.0,13751,4.7
2004 - MO,5759532,339812.0,28226,5.9
2004 - MS,2900768,179848.0,8568,6.2
2004 - MT,926920,44492.0,2723,4.8
2004 - NC,8540468,469726.0,38244,5.5
2004 - ND,636308,21634.0,558,3.4
2004 - NE,1747704,68160.0,5393,3.9
2004 - NH,1299169,49368.0,2202,3.8
2004 - NJ,8685166,416888.0,30943,4.8
2004 - NM,1903006,104665.0,13081,5.5
2004 - NV,2332898,100315.0,14379,4.3
2004 - NY,19280727,1118282.0,84914,5.8
2004 - OH,11450143,721359.0,38787,6.3
2004 - OK,3523546,172654.0,17635,4.9
2004 - OR,3591363,262169.0,10724,7.3
2004 - PA,12394471,669301.0,50998,5.4
2004 - RI,1079916,56156.0,2673,5.2
2004 - SC,4197892,285457.0,33160,6.8
2004 - SD,770621,28513.0,1319,3.7
2004 - TN,5893298,312345.0,41113,5.3
2004 - TX,22471549,1325821.0,121554,5.9
2004 - UT,2420708,121035.0,5647,5.0
2004 - VA,7481332,284291.0,20608,3.8
2004 - VT,621233,22986.0,713,3.7
2004 - WA,6207046,391044.0,21330,6.3
2004 - WI,5503533,275177.0,11548,5.0
2004 - WV,1812548,96065.0,5110,5.3
2004 - WY,505887,19224.0,1163,3.8
2005 - AK,663253,45764.0,4194,6.9
2005 - AL,4548327,204675.0,19678,4.5
2005 - AR,2775708,147113.0,14670,5.3
2005 - AZ,5953007,279791.0,30478,4.7
2005 - CA,36154147,1952324.0,190178,5.4
2005 - CO,4663295,233165.0,18498,5.0
2005 - CT,3500701,171534.0,9542,4.9
2005 - DC,582049,37251.0,8032,6.4
2005 - DE,841741,34511.0,5332,4.1
2005 - FL,17768191,657423.0,125957,3.7
2005 - GA,9132553,493158.0,40725,5.4
2005 - HI,1273278,36925.0,3253,2.9
2005 - IA,2965524,127518.0,8697,4.3
2005 - ID,1429367,57175.0,3670,4.0
2005 - IL,12765427,727629.0,70496,5.7
2005 - IN,6266019,344631.0,20302,5.5
2005 - KS,2748172,137409.0,10701,5.0
2005 - KY,4172608,246184.0,11134,5.9
2005 - LA,4507331,320021.0,26889,7.1
2005 - MA,6433367,315235.0,29644,4.9
2005 - MD,5589599,229174.0,39369,4.1
2005 - ME,1318220,64593.0,1483,4.9
2005 - MI,10100833,686857.0,55936,6.8
2005 - MN,5126739,210196.0,15243,4.1
2005 - MO,5797703,313076.0,30477,5.4
2005 - MS,2908496,218137.0,8131,7.5
2005 - MT,934737,41128.0,2634,4.4
2005 - NC,8672459,450968.0,40650,5.2
2005 - ND,634605,21577.0,706,3.4
2005 - NE,1758163,66810.0,5052,3.8
2005 - NH,1306819,47045.0,1761,3.6
2005 - NJ,8703150,391642.0,30919,4.5
2005 - NM,1925985,98225.0,12448,5.1
2005 - NV,2412301,98904.0,14654,4.1
2005 - NY,19315721,965786.0,85839,5.0
2005 - OH,11470685,676770.0,40162,5.9
2005 - OK,3543442,159455.0,18044,4.5
2005 - OR,3638871,225610.0,10444,6.2
2005 - PA,12405348,620267.0,52761,5.0
2005 - RI,1073579,54753.0,2710,5.1
2005 - SC,4246933,284545.0,32590,6.7
2005 - SD,774883,29446.0,1387,3.8
2005 - TN,5955745,333522.0,45104,5.6
2005 - TX,22928508,1238139.0,121091,5.4
2005 - UT,2490334,102104.0,5612,4.1
2005 - VA,7564327,272316.0,21434,3.6
2005 - VT,622387,21784.0,782,3.5
2005 - WA,6291899,352346.0,21745,5.6
2005 - WI,5527644,259799.0,13367,4.7
2005 - WV,1814083,92518.0,4968,5.1
2005 - WY,508798,18317.0,1172,3.6
2006 - AK,670053,44223.0,4610,6.6
2006 - AL,4599030,183961.0,19553,4.0
2006 - AR,2810872,146165.0,15538,5.2
2006 - AZ,6166318,258985.0,33456,4.2
2006 - CA,36457549,1786420.0,194483,4.9
2006 - CO,4753377,204395.0,18794,4.3
2006 - CT,3504809,150707.0,10505,4.3
2006 - DC,581530,33729.0,8772,5.8
2006 - DE,853476,30725.0,5983,3.6
2006 - FL,18089888,578876.0,129602,3.2
2006 - GA,9363941,440105.0,44754,4.7
2006 - HI,1285498,33423.0,3608,2.6
2006 - IA,2982085,110337.0,8521,3.7
2006 - ID,1466465,51326.0,3666,3.5
2006 - IL,12831970,577439.0,69498,4.5
2006 - IN,6313520,315676.0,20303,5.0
2006 - KS,2764075,121619.0,11960,4.4
2006 - KY,4206074,239746.0,11361,5.7
2006 - LA,4287768,192950.0,30923,4.5
2006 - MA,6437193,315422.0,32217,4.9
2006 - MD,5615727,219013.0,38111,3.9
2006 - ME,1321574,60792.0,1533,4.6
2006 - MI,10095643,706695.0,56981,7.0
2006 - MN,5167101,206684.0,16042,4.0
2006 - MO,5842713,286293.0,31897,4.9
2006 - MS,2910540,189185.0,9076,6.5
2006 - MT,944632,33062.0,3564,3.5
2006 - NC,8856505,425112.0,42088,4.8
2006 - ND,635867,20348.0,1255,3.2
2006 - NE,1768331,54818.0,5197,3.1
2006 - NH,1314895,44706.0,1785,3.4
2006 - NJ,8724560,410054.0,30550,4.7
2006 - NM,1954599,82093.0,12797,4.2
2006 - NV,2495529,102317.0,18687,4.1
2006 - NY,19306183,868778.0,84016,4.5
2006 - OH,11478006,619812.0,41491,5.4
2006 - OK,3579212,143168.0,17905,4.0
2006 - OR,3700758,196140.0,10534,5.3
2006 - PA,12440621,572269.0,55028,4.6
2006 - RI,1067610,52313.0,2460,4.9
2006 - SC,4321249,276560.0,33322,6.4
2006 - SD,781919,24239.0,2071,3.1
2006 - TN,6038803,314018.0,46043,5.2
2006 - TX,23507783,1151881.0,121602,4.9
2006 - UT,2550063,76502.0,5771,3.0
2006 - VA,7642884,236929.0,21683,3.1
2006 - VT,623908,23085.0,905,3.7
2006 - WA,6395798,319790.0,22303,5.0
2006 - WI,5556506,261156.0,15899,4.7
2006 - WV,1818470,89105.0,5113,4.9
2006 - WY,515004,16480.0,1307,3.2
2007 - AK,683478,43059.0,4520,6.3
2007 - AL,4627851,185114.0,20775,4.0
2007 - AR,2834797,150244.0,15226,5.3
2007 - AZ,6338755,247211.0,32835,3.9
2007 - CA,36553215,1973874.0,191561,5.4
2007 - CO,4861515,179876.0,17101,3.7
2007 - CT,3502309,157604.0,10547,4.5
2007 - DC,588292,32356.0,8325,5.5
2007 - DE,864764,29402.0,6100,3.4
2007 - FL,18251243,730050.0,131878,4.0
2007 - GA,9544750,429514.0,46917,4.5
2007 - HI,1283388,35935.0,3544,2.8
2007 - IA,2988046,110558.0,8970,3.7
2007 - ID,1499402,46481.0,3841,3.1
2007 - IL,12852548,642627.0,68528,5.0
2007 - IN,6345289,291883.0,21310,4.6
2007 - KS,2775997,119368.0,12730,4.3
2007 - KY,4241474,229040.0,12329,5.4
2007 - LA,4293204,184608.0,31789,4.3
2007 - MA,6449755,296689.0,28487,4.6
2007 - MD,5618344,191024.0,36063,3.4
2007 - ME,1317207,61909.0,1565,4.7
2007 - MI,10071822,705028.0,53765,7.0
2007 - MN,5197621,239091.0,15054,4.6
2007 - MO,5878415,299799.0,32962,5.1
2007 - MS,2918785,178046.0,8502,6.1
2007 - MT,957861,34483.0,3638,3.6
2007 - NC,9061032,425869.0,42231,4.7
2007 - ND,639715,19831.0,1343,3.1
2007 - NE,1774571,53237.0,5524,3.0
2007 - NH,1315828,46054.0,1896,3.5
2007 - NJ,8685920,373495.0,28544,4.3
2007 - NM,1969915,74857.0,13311,3.8
2007 - NV,2565382,115442.0,19365,4.5
2007 - NY,19297729,887696.0,79962,4.6
2007 - OH,11466917,642147.0,40759,5.6
2007 - OK,3617316,148310.0,18234,4.1
2007 - OR,3747455,194868.0,11015,5.2
2007 - PA,12432792,547043.0,51806,4.4
2007 - RI,1057832,55007.0,2424,5.2
2007 - SC,4407709,251239.0,34630,5.7
2007 - SD,796214,22294.0,1926,2.8
2007 - TN,6156719,289366.0,46482,4.7
2007 - TX,23904380,1027888.0,122014,4.3
2007 - UT,2645330,68779.0,6347,2.6
2007 - VA,7712091,231363.0,21035,3.0
2007 - VT,621254,24850.0,802,4.0
2007 - WA,6468424,304016.0,21768,4.7
2007 - WI,5601640,274480.0,16330,4.9
2007 - WV,1812035,83354.0,5016,4.6
2007 - WY,522830,14639.0,1344,2.8
2008 - AK,686293,45982.0,4475,6.7
2008 - AL,4661900,265728.0,21110,5.7
2008 - AR,2855390,157046.0,14649,5.5
2008 - AZ,6500180,396511.0,31567,6.1
2008 - CA,36756666,2683237.0,185329,7.3
2008 - CO,4939456,237094.0,17480,4.8
2008 - CT,3501252,199571.0,10737,5.7
2008 - DC,591833,38469.0,8509,6.5
2008 - DE,873092,42782.0,6187,4.9
2008 - FL,18328340,1154685.0,126256,6.3
2008 - GA,9685744,600516.0,47353,6.2
2008 - HI,1288198,55393.0,3510,4.3
2008 - IA,3002555,126107.0,8651,4.2
2008 - ID,1523816,77715.0,3680,5.1
2008 - IL,12901563,812798.0,67780,6.3
2008 - IN,6376792,376231.0,21525,5.9
2008 - KS,2802134,128898.0,11554,4.6
2008 - KY,4269245,273232.0,12690,6.4
2008 - LA,4410796,216129.0,29613,4.9
2008 - MA,6497967,357388.0,30137,5.5
2008 - MD,5633597,236611.0,35393,4.2
2008 - ME,1316456,72405.0,1572,5.5
2008 - MI,10003422,800274.0,51512,8.0
2008 - MN,5220393,281901.0,13853,5.4
2008 - MO,5911605,360608.0,29701,6.1
2008 - MS,2938618,193949.0,8942,6.6
2008 - MT,967440,49339.0,3013,5.1
2008 - NC,9222414,562567.0,43125,6.1
2008 - ND,641481,20527.0,1441,3.2
2008 - NE,1783432,58853.0,5570,3.3
2008 - NH,1315809,51317.0,2054,3.9
2008 - NJ,8682661,460181.0,28351,5.3
2008 - NM,1984356,89296.0,12967,4.5
2008 - NV,2600167,174211.0,18973,6.7
2008 - NY,19490297,1052476.0,77546,5.4
2008 - OH,11485910,735098.0,40436,6.4
2008 - OK,3642361,134767.0,19359,3.7
2008 - OR,3790060,246354.0,9909,6.5
2008 - PA,12448279,659759.0,51044,5.3
2008 - RI,1050788,81961.0,2656,7.8
2008 - SC,4479800,304626.0,32746,6.8
2008 - SD,804194,24930.0,2227,3.1
2008 - TN,6214888,410183.0,44913,6.6
2008 - TX,24326974,1167695.0,123585,4.8
2008 - UT,2736424,98511.0,6165,3.6
2008 - VA,7769089,302994.0,20031,3.9
2008 - VT,621270,29200.0,854,4.7
2008 - WA,6549224,353658.0,21888,5.4
2008 - WI,5627967,275770.0,15507,4.9
2008 - WV,1814468,79837.0,5006,4.4
2008 - WY,532668,16513.0,1330,3.1
2009 - AK,698473,53782.0,4424,7.7
2009 - AL,4708708,517958.0,21194,11.0
2009 - AR,2889450,228267.0,14905,7.9
2009 - AZ,6595778,652982.0,28128,9.9
2009 - CA,36961664,4102745.0,174934,11.1
2009 - CO,5024748,366807.0,17022,7.3
2009 - CT,3518288,277945.0,10588,7.9
2009 - DC,599657,55768.0,8089,9.3
2009 - DE,885122,73465.0,5713,8.3
2009 - FL,18537969,1927949.0,113541,10.4
2009 - GA,9829211,973092.0,42073,9.9
2009 - HI,1295178,93253.0,3550,7.2
2009 - IA,3007856,192503.0,8485,6.4
2009 - ID,1545801,136030.0,3805,8.8
2009 - IL,12910409,1316862.0,64185,10.2
2009 - IN,6423113,661581.0,21455,10.3
2009 - KS,2818747,194494.0,11460,6.9
2009 - KY,4314113,448668.0,11000,10.4
2009 - LA,4492076,305461.0,28878,6.8
2009 - MA,6593587,534081.0,30503,8.1
2009 - MD,5699478,398963.0,33625,7.0
2009 - ME,1318301,106782.0,1580,8.1
2009 - MI,9969727,1365853.0,49825,13.7
2009 - MN,5266214,410765.0,12874,7.8
2009 - MO,5987580,556845.0,29513,9.3
2009 - MS,2951996,280440.0,8451,9.5
2009 - MT,974989,66299.0,2798,6.8
2009 - NC,9380884,994374.0,37946,10.6
2009 - ND,646844,26521.0,1723,4.1
2009 - NE,1796619,82644.0,5199,4.6
2009 - NH,1324575,82124.0,2125,6.2
2009 - NJ,8707739,792404.0,27113,9.1
2009 - NM,2009671,150725.0,12709,7.5
2009 - NV,2643085,298669.0,18639,11.3
2009 - NY,19541453,1621941.0,75110,8.3
2009 - OH,11542645,1188892.0,38305,10.3
2009 - OK,3687050,235971.0,18560,6.4
2009 - OR,3825657,432299.0,9968,11.3
2009 - PA,12604767,1020986.0,48188,8.1
2009 - RI,1053209,115853.0,2678,11.0
2009 - SC,4561242,515420.0,30799,11.3
2009 - SD,812383,39807.0,1777,4.9
2009 - TN,6296254,661107.0,41933,10.5
2009 - TX,24782302,1883455.0,121684,7.6
2009 - UT,2784572,203274.0,5998,7.3
2009 - VA,7882590,528134.0,18195,6.7
2009 - VT,621760,41036.0,837,6.6
2009 - WA,6664195,606442.0,22412,9.1
2009 - WI,5654774,486311.0,14650,8.6
2009 - WV,1819777,140123.0,5554,7.7
2009 - WY,544270,34289.0,1196,6.3
2010 - AK,714146,56418.0,4537,7.9
2010 - AL,4785401,502467.0,18363,10.5
2010 - AR,2921588,239570.0,14711,8.2
2010 - AZ,6413158,666968.0,26528,10.4
2010 - CA,37338198,4555260.0,164133,12.2
2010 - CO,5047692,439149.0,16339,8.7
2010 - CT,3575498,325370.0,10083,9.1
2010 - DC,604912,56862.0,8026,9.4
2010 - DE,899792,75583.0,5608,8.4
2010 - FL,18838613,2072247.0,101969,11.0
2010 - GA,9712157,1029489.0,39068,10.6
2010 - HI,1363359,94072.0,3603,6.9
2010 - IA,3050202,183012.0,8191,6.0
2010 - ID,1571102,141399.0,3464,9.0
2010 - IL,12841980,1335566.0,57132,10.4
2010 - IN,6490622,675025.0,20983,10.4
2010 - KS,2859143,202999.0,10602,7.1
2010 - KY,4347223,443417.0,10604,10.2
2010 - LA,4545343,363627.0,25241,8.0
2010 - MA,6555466,544104.0,30737,8.3
2010 - MD,5785681,439712.0,31607,7.6
2010 - ME,1327379,108845.0,1621,8.2
2010 - MI,9877143,1244520.0,48693,12.6
2010 - MN,5310658,392989.0,12515,7.4
2010 - MO,5995715,575589.0,27440,9.6
2010 - MS,2970072,308887.0,7999,10.4
2010 - MT,990958,72340.0,2733,7.3
2010 - NC,9560234,1042066.0,34679,10.9
2010 - ND,674629,25636.0,1548,3.8
2010 - NE,1830141,84186.0,5093,4.6
2010 - NH,1316807,76375.0,2204,5.8
2010 - NJ,8799593,835961.0,27055,9.5
2010 - NM,2065913,167339.0,12147,8.1
2010 - NV,2704283,365078.0,17929,13.5
2010 - NY,19395206,1667988.0,76492,8.6
2010 - OH,11537968,1188411.0,36306,10.3
2010 - OK,3760184,255693.0,18100,6.8
2010 - OR,3838332,410702.0,9648,10.7
2010 - PA,12717722,1081006.0,46612,8.5
2010 - RI,1052528,117883.0,2709,11.2
2010 - SC,4637106,519356.0,27923,11.2
2010 - SD,816598,40830.0,2196,5.0
2010 - TN,6357436,616671.0,38909,9.7
2010 - TX,25253466,2070784.0,113231,8.2
2010 - UT,2775479,216487.0,5925,7.8
2010 - VA,8023953,577725.0,17184,7.2
2010 - VT,625909,38180.0,820,6.1
2010 - WA,6742950,674295.0,21138,10.0
2010 - WI,5691659,495174.0,14167,8.7
2010 - WV,1854368,159476.0,5586,8.6
2010 - WY,564554,36696.0,1117,6.5
2011 - AK,723860,55013.0,4416,7.6
2011 - AL,4803689,461154.0,20166,9.6
2011 - AR,2938582,243902.0,14173,8.3
2011 - AZ,6467315,614395.0,26789,9.5
2011 - CA,37683933,4409020.0,154943,11.7
2011 - CO,5116302,429769.0,16085,8.4
2011 - CT,3586717,315631.0,9889,8.8
2011 - DC,619020,63140.0,7433,10.2
2011 - DE,908137,68110.0,5144,7.5
2011 - FL,19082262,1908226.0,98198,10.0
2011 - GA,9812460,1000871.0,36762,10.2
2011 - HI,1378129,93713.0,3465,6.8
2011 - IA,3064097,171589.0,7883,5.6
2011 - ID,1583744,131451.0,3202,8.3
2011 - IL,12859752,1247396.0,54523,9.7
2011 - IN,6516353,592988.0,21619,9.1
2011 - KS,2870386,186575.0,10209,6.5
2011 - KY,4366814,410481.0,10465,9.4
2011 - LA,4574766,356832.0,25373,7.8
2011 - MA,6607003,482311.0,28232,7.3
2011 - MD,5839572,426289.0,28817,7.3
2011 - ME,1328544,104955.0,1638,7.9
2011 - MI,9876801,1027187.0,43731,10.4
2011 - MN,5347299,347574.0,12323,6.5
2011 - MO,6008984,510764.0,26888,8.5
2011 - MS,2977457,297746.0,8009,10.0
2011 - MT,997667,69837.0,2755,7.0
2011 - NC,9651103,994064.0,33421,10.3
2011 - ND,684740,23966.0,1699,3.5
2011 - NE,1842234,81058.0,4672,4.4
2011 - NH,1317807,71162.0,2864,5.4
2011 - NJ,8834773,830469.0,27203,9.4
2011 - NM,2078674,155901.0,11904,7.5
2011 - NV,2720028,353604.0,15452,13.0
2011 - NY,19501616,1618634.0,77463,8.3
2011 - OH,11541007,1027150.0,35218,8.9
2011 - OK,3784163,223266.0,17311,5.9
2011 - OR,3868229,367482.0,9643,9.5
2011 - PA,12743948,1006772.0,46189,7.9
2011 - RI,1050646,115571.0,2586,11.0
2011 - SC,4673348,495375.0,27894,10.6
2011 - SD,823593,38709.0,2105,4.7
2011 - TN,6399787,575981.0,38895,9.0
2011 - TX,25631778,1999279.0,104734,7.8
2011 - UT,2814347,188561.0,5547,6.7
2011 - VA,8104384,534889.0,16014,6.6
2011 - VT,626592,34463.0,925,5.5
2011 - WA,6823267,634564.0,20152,9.3
2011 - WI,5709843,445368.0,14268,7.8
2011 - WV,1854908,150248.0,5497,8.1
2011 - WY,567356,32907.0,1245,5.8
2012 - AK,730307,51852.0,4412,7.1
2012 - AL,4817528,380585.0,21693,7.9
2012 - AR,2949828,224187.0,13851,7.6
2012 - AZ,6551149,550297.0,28077,8.4
2012 - CA,37999878,3951987.0,160944,10.4
2012 - CO,5189458,409967.0,15951,7.9
2012 - CT,3591765,298116.0,10183,8.3
2012 - DC,633427,57642.0,7866,9.1
2012 - DE,917053,66028.0,5048,7.2
2012 - FL,19320749,1642264.0,94087,8.5
2012 - GA,9915646,912239.0,37675,9.2
2012 - HI,1390090,83405.0,3378,6.0
2012 - IA,3075039,156827.0,8167,5.1
2012 - ID,1595590,114882.0,3348,7.2
2012 - IL,12868192,1158137.0,53556,9.0
2012 - IN,6537782,542636.0,22544,8.3
2012 - KS,2885398,164468.0,10292,5.7
2012 - KY,4379730,359138.0,9852,8.2
2012 - LA,4602134,326752.0,22839,7.1
2012 - MA,6645303,445235.0,27047,6.7
2012 - MD,5884868,411941.0,28086,7.0
2012 - ME,1328501,99638.0,1626,7.5
2012 - MI,9882519,899309.0,44962,9.1
2012 - MN,5379646,301260.0,12419,5.6
2012 - MO,6024522,421717.0,27189,7.0
2012 - MS,2986450,268780.0,7769,9.0
2012 - MT,1005494,60330.0,2803,6.0
2012 - NC,9748364,906598.0,34464,9.3
2012 - ND,701345,21742.0,1723,3.1
2012 - NE,1855350,74214.0,4802,4.0
2012 - NH,1321617,72689.0,2841,5.5
2012 - NJ,8867749,824701.0,25727,9.3
2012 - NM,2083540,147931.0,11660,7.1
2012 - NV,2754354,308488.0,16763,11.2
2012 - NY,19576125,1663971.0,79535,8.5
2012 - OH,11553031,854924.0,34827,7.4
2012 - OK,3815780,198421.0,18102,5.2
2012 - OR,3899801,343182.0,9638,8.8
2012 - PA,12764475,995629.0,45384,7.8
2012 - RI,1050304,109232.0,2657,10.4
2012 - SC,4723417,434554.0,26474,9.2
2012 - SD,834047,35864.0,2701,4.3
2012 - TN,6454914,503483.0,41213,7.8
2012 - TX,26060796,1746073.0,106475,6.7
2012 - UT,2854871,154163.0,5939,5.4
2012 - VA,8186628,491198.0,15676,6.0
2012 - VT,625953,31298.0,891,5.0
2012 - WA,6895318,558521.0,20553,8.1
2012 - WI,5724554,400719.0,16254,7.0
2012 - WV,1856680,139251.0,5943,7.5
2012 - WY,576626,30561.0,1161,5.3
2013 - AK,737259,51608.0,4709,7.0
2013 - AL,4833996,348048.0,20834,7.2
2013 - AR,2958765,215990.0,13705,7.3
2013 - AZ,6634997,517530.0,27576,7.8
2013 - CA,38431393,3420394.0,154739,8.9
2013 - CO,5272086,363774.0,16099,6.9
2013 - CT,3599341,280749.0,9439,7.8
2013 - DC,649111,55174.0,8415,8.5
2013 - DE,925240,61991.0,4633,6.7
2013 - FL,19600311,1411222.0,91993,7.2
2013 - GA,9994759,819570.0,37519,8.2
2013 - HI,1408987,69040.0,3585,4.9
2013 - IA,3092341,148432.0,8443,4.8
2013 - ID,1612843,98383.0,3471,6.1
2013 - IL,12890552,1160150.0,51956,9.0
2013 - IN,6570713,505945.0,23627,7.7
2013 - KS,2895801,153477.0,9928,5.3
2013 - KY,4399583,351967.0,9280,8.0
2013 - LA,4629284,310162.0,24127,6.7
2013 - MA,6708874,449495.0,27264,6.7
2013 - MD,5938737,391957.0,28235,6.6
2013 - ME,1328702,89023.0,1761,6.7
2013 - MI,9898193,871041.0,44757,8.8
2013 - MN,5422060,271103.0,12710,5.0
2013 - MO,6044917,405009.0,26216,6.7
2013 - MS,2992206,257330.0,8303,8.6
2013 - MT,1014864,54803.0,2924,5.4
2013 - NC,9848917,787913.0,33587,8.0
2013 - ND,723857,20992.0,1979,2.9
2013 - NE,1868969,71021.0,4949,3.8
2013 - NH,1322616,67453.0,2952,5.1
2013 - NJ,8911502,730743.0,25748,8.2
2013 - NM,2086895,143996.0,12990,6.9
2013 - NV,2791494,267983.0,16888,9.6
2013 - NY,19695680,1516567.0,77563,7.7
2013 - OH,11572005,867900.0,33722,7.5
2013 - OK,3853118,204215.0,17187,5.3
2013 - OR,3928068,310317.0,9536,7.9
2013 - PA,12781296,945816.0,42825,7.4
2013 - RI,1053354,97962.0,2710,9.3
2013 - SC,4771929,362667.0,24263,7.6
2013 - SD,845510,32129.0,2733,3.8
2013 - TN,6497269,506787.0,38063,7.8
2013 - TX,26505637,1669855.0,108757,6.3
2013 - UT,2902787,133528.0,6644,4.6
2013 - VA,8270345,471410.0,16355,5.7
2013 - VT,626855,27582.0,775,4.4
2013 - WA,6973742,488162.0,20223,7.0
2013 - WI,5742953,384778.0,16118,6.7
2013 - WV,1853595,126044.0,5657,6.8
2013 - WY,583223,27411.0,1212,4.7
2014 - AK,737046,50856.0,4684,6.9
2014 - AL,4846411,329556.0,20727,6.8
2014 - AR,2966835,178010.0,14248,6.0
2014 - AZ,6728783,457557.0,26422,6.8
2014 - CA,38792291,2909422.0,153763,7.5
2014 - CO,5355588,267779.0,16487,5.0
2014 - CT,3594762,237254.0,8575,6.6
2014 - DC,659836,51467.0,8199,7.8
2014 - DE,935968,53350.0,4568,5.7
2014 - FL,19905569,1254051.0,91345,6.3
2014 - GA,10097132,716896.0,38955,7.1
2014 - HI,1420257,62491.0,3362,4.4
2014 - IA,3109481,130598.0,8484,4.2
2014 - ID,1634806,78471.0,3439,4.8
2014 - IL,12882189,914635.0,47775,7.1
2014 - IN,6597880,395873.0,24105,6.0
2014 - KS,2902507,130613.0,10235,4.5
2014 - KY,4412617,286820.0,9495,6.5
2014 - LA,4648990,297535.0,23983,6.4
2014 - MA,6755124,391797.0,26689,5.8
2014 - MD,5975346,346570.0,26767,5.8
2014 - ME,1330256,74494.0,1698,5.6
2014 - MI,9916306,723890.0,42555,7.3
2014 - MN,5457125,229199.0,12505,4.2
2014 - MO,6063827,369893.0,26882,6.1
2014 - MS,2993443,224508.0,8331,7.5
2014 - MT,1023252,48093.0,3361,4.7
2014 - NC,9940387,626244.0,32718,6.3
2014 - ND,740040,19981.0,2001,2.7
2014 - NE,1882980,62138.0,5201,3.3
2014 - NH,1327996,57104.0,2625,4.3
2014 - NJ,8938844,607841.0,23319,6.8
2014 - NM,2085567,139733.0,12465,6.7
2014 - NV,2838281,224224.0,18043,7.9
2014 - NY,19748858,1244178.0,75972,6.3
2014 - OH,11596998,672626.0,33130,5.8
2014 - OK,3879610,174582.0,16052,4.5
2014 - OR,3971202,270042.0,10294,6.8
2014 - PA,12793767,754832.0,40298,5.9
2014 - RI,1054907,81228.0,2320,7.7
2014 - SC,4829160,313895.0,24038,6.5
2014 - SD,853304,29012.0,2801,3.4
2014 - TN,6547779,432153.0,39989,6.6
2014 - TX,26979078,1375933.0,109711,5.1
2014 - UT,2944498,111891.0,6464,3.8
2014 - VA,8328098,433061.0,16522,5.2
2014 - VT,626767,24444.0,643,3.9
2014 - WA,7063166,430853.0,20185,6.1
2014 - WI,5759432,311009.0,16763,5.4
2014 - WV,1848751,122018.0,5850,6.6
2014 - WY,584304,24541.0,1142,4.2
2015 - AK,737709,47951.0,5391,6.5
2015 - AL,4853875,296086.0,22957,6.1
2015 - AR,2977853,148893.0,15769,5.0
2015 - AZ,6817565,415871.0,27968,6.1
2015 - CA,38993940,2417624.0,166883,6.2
2015 - CO,5448819,212504.0,17348,3.9
2015 - CT,3584730,204330.0,7938,5.7
2015 - DC,670377,46256.0,8538,6.9
2015 - DE,944076,46260.0,4760,4.9
2015 - FL,20244914,1113470.0,93625,5.5
2015 - GA,10199398,611964.0,38891,6.0
2015 - HI,1431603,51538.0,4201,3.6
2015 - IA,3121997,118636.0,8619,3.8
2015 - ID,1652828,67766.0,3593,4.1
2015 - IL,12839047,770343.0,49755,6.0
2015 - IN,6612768,317413.0,25373,4.8
2015 - KS,2906721,122082.0,11483,4.2
2015 - KY,4424611,234504.0,9887,5.3
2015 - LA,4668960,294144.0,25202,6.3
2015 - MA,6784240,325644.0,26453,4.8
2015 - MD,5994983,305744.0,28185,5.1
2015 - ME,1329453,58496.0,1726,4.4
2015 - MI,9917715,535557.0,41712,5.4
2015 - MN,5482435,202850.0,13319,3.7
2015 - MO,6076204,303810.0,30292,5.0
2015 - MS,2989390,191321.0,8190,6.4
2015 - MT,1032073,43347.0,3647,4.2
2015 - NC,10035186,572006.0,34734,5.7
2015 - ND,756835,21191.0,1949,2.8
2015 - NE,1893765,56813.0,5167,3.0
2015 - NH,1330111,45224.0,2692,3.4
2015 - NJ,8935421,518254.0,22879,5.8
2015 - NM,2080328,135221.0,13672,6.5
2015 - NV,2883758,193212.0,20118,6.7
2015 - NY,19747183,1046601.0,75126,5.3
2015 - OH,11605090,568649.0,34373,4.9
2015 - OK,3907414,171926.0,16746,4.4
2015 - OR,4024634,225380.0,10680,5.6
2015 - PA,12791904,677971.0,40348,5.3
2015 - RI,1055607,63336.0,2565,6.0
2015 - SC,4894834,293690.0,24448,6.0
2015 - SD,857919,26595.0,3302,3.1
2015 - TN,6595056,369323.0,40816,5.6
2015 - TX,27429639,1234334.0,113193,4.5
2015 - UT,2990632,107663.0,7138,3.6
2015 - VA,8367587,368174.0,16705,4.4
2015 - VT,626088,22539.0,747,3.6
2015 - WA,7160290,400976.0,20505,5.6
2015 - WI,5767891,259555.0,17549,4.5
2015 - WV,1841053,123351.0,6397,6.7
2015 - WY,586555,25222.0,1300,4.3
