year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault
2002,UT,2318789,5488,47,943,,1140,3358
2002,VA,7287829,21256,388,1839,,6961,12068
2002,VT,616408,658,13,126,,77,442
2002,WA,6067060,20964,184,2734,,5797,12249
2002,WI,5439692,12238,154,1237,,4713,6134
2002,WV,1804884,4221,57,328,,657,3179
2002,WY,498830,1364,15,148,,93,1108
2003,AK,648280,3877,39,605,,446,2787
2003,AL,4503726,19331,299,1656,,6038,11338
2003,AR,2727774,12449,180,911,,2227,9131
2003,AZ,5579222,28638,441,1856,,7619,18722
2003,CA,35462712,205551,2407,9994,,63770,129380
2003,CO,4547633,15757,185,1913,,3738,9921
2003,CT,3486960,11045,112,698,,4212,6023
2003,DC,557620,9061,249,274,,3941,4597
2003,DE,818166,5525,21,370,,1441,3693
2003,FL,16999181,124280,924,6727,,31523,85106
2003,GA,8676460,39435,657,2234,,14043,22501
2003,HI,1248755,3400,22,367,,1168,1843
2003,IA,2941976,8175,50,796,,1131,6198
2003,ID,1367034,3362,26,535,,245,2556
2003,IL,12649087,70376,895,4189,,23786,41506
2003,IN,6199571,21842,338,1720,,6401,13383
2003,KS,2724786,10831,125,1085,,2247,7374
2003,KY,4118189,10232,181,1124,,3224,5703
2003,LA,4493665,28622,584,1601,,7008,19429
2003,MA,6420357,30377,140,1848,,8011,20378
2003,MD,5512310,38778,525,1358,,13302,23593
2003,ME,1309205,1422,16,354,,289,763
2003,MI,10082364,51550,612,5470,,11254,34214
2003,MN,5064172,13316,127,2092,,3906,7191
2003,MO,5719204,28067,289,1400,,6686,19692
2003,MS,2882594,9336,267,1079,,3016,4974
2003,MT,918157,3351,30,246,,298,2777
2003,NC,8421190,38243,506,2139,,12229,23369
2003,ND,633400,508,9,160,,53,286
2003,NE,1737475,5105,56,504,,1165,3380
2003,NH,1288705,1937,17,438,,480,1002
2003,NJ,8642412,31488,406,1288,,13342,16452
2003,NM,1878562,12535,116,940,,1937,9542
2003,NV,2242207,13813,197,871,,5225,7520
2003,NY,19212425,89486,934,3775,,35790,48987
2003,OH,11437680,38185,526,4660,,16895,16104
2003,OK,3506469,17758,206,1501,,3224,12827
2003,OR,3564330,10506,68,1218,,2847,6373
2003,PA,12370761,49210,647,3556,,17980,27027
2003,RI,1076084,3074,25,505,,830,1714
2003,SC,4148744,33455,303,1952,,5801,25399
2003,SD,764905,1329,10,356,,104,859
2003,TN,5845208,40409,396,2129,,9413,28471
2003,TX,22103374,122246,1422,8025,,37017,75782
2003,UT,2352119,5889,60,919,,1258,3652
2003,VA,7365284,20490,416,1807,,6713,11554
2003,VT,619343,707,15,126,,62,504
2003,WA,6131298,21272,182,2863,,5718,12509
2003,WI,5474290,12104,183,1202,,4397,6322
2003,WV,1811440,4627,73,311,,701,3542
2003,WY,502111,1314,14,136,,84,1080
2004,AK,657755,4159,37,558,,447,3117
2004,AL,4525375,19324,254,1742,,6042,11286
2004,AR,2750000,13814,176,1183,,2372,10083
2004,AZ,5739879,28952,414,1896,,7721,18921
2004,CA,35842038,189175,2392,9615,,61768,115400
2004,CO,4601821,17121,201,1945,,3739,11236
2004,CT,3498966,10113,100,755,,4188,5070
2004,DC,554239,7590,198,222,,3202,3968
2004,DE,830069,5105,28,357,,1343,3377
2004,FL,17385430,123754,946,6612,,29997,86199
2004,GA,8918129,40217,613,2387,,13656,23561
2004,HI,1262124,3213,33,333,,944,1903
2004,IA,2952904,8499,44,782,,1160,6513
2004,ID,1395140,3452,31,594,,241,2586
2004,IL,12712016,69365,780,4220,,22582,41783
2004,IN,6226537,20294,316,1803,,6373,11802
2004,KS,2733697,10330,122,1142,,1812,7254
2004,KY,4141835,10152,236,1238,,3268,5410
2004,LA,4506685,28844,574,1616,,6564,20090
2004,MA,6407382,29489,171,1794,,7484,20040
2004,MD,5561332,38961,521,1317,,12772,24351
2004,ME,1314985,1364,18,315,,289,742
2004,MI,10104206,49737,643,5482,,11336,32276
2004,MN,5096546,13751,113,2123,,4070,7445
2004,MO,5759532,28226,354,1479,,6630,19763
2004,MS,2900768,8568,227,1161,,2503,4677
2004,MT,926920,2723,30,273,,233,2187
2004,NC,8540468,38244,532,2339,,11782,23591
2004,ND,636308,558,8,177,,43,330
2004,NE,1747704,5393,40,620,,1138,3595
2004,NH,1299169,2202,17,466,,500,1219
2004,NJ,8685166,30943,392,1331,,13076,16144
2004,NM,1903006,13081,169,1039,,2062,9811
2004,NV,2332898,14379,172,954,,4905,8348
2004,NY,19280727,84914,889,3608,,33506,46911
2004,OH,11450143,38787,506,4744,,17429,16108
2004,OK,3523546,17635,186,1557,,3090,12802
2004,OR,3591363,10724,90,1283,,2751,6600
2004,PA,12394471,50998,650,3535,,18474,28339
2004,RI,1079916,2673,26,320,,731,1596
2004,SC,4197892,33160,286,1772,,5468,25634
2004,SD,770621,1319,17,336,,112,854
2004,TN,5893298,41113,357,2282,,8863,29611
2004,TX,22471549,121554,1364,8388,,35817,75985
2004,UT,2420708,5647,46,967,,1236,3398
2004,VA,7481332,20608,390,1816,,6899,11503
2004,VT,621233,713,16,160,,78,459
2004,WA,6207046,21330,190,2857,,5866,12417
2004,WI,5503533,11548,154,1136,,4067,6191
2004,WV,1812548,5110,68,346,,774,3922
2004,WY,505887,1163,11,112,,67,973
2005,AK,663253,4194,32,538,,537,3087
2005,AL,4548327,19678,374,1564,,6447,11293
2005,AR,2775708,14670,189,1202,,2532,10747
2005,AZ,5953007,30478,445,2006,,8579,19448
2005,CA,36154147,190178,2503,9392,,63622,114661
2005,CO,4663295,18498,173,2026,,3948,12351
2005,CT,3500701,9542,105,712,,3933,4792
2005,DC,582049,8032,195,166,,3700,3971
2005,DE,841741,5332,37,377,,1306,3612
2005,FL,17768191,125957,883,6592,,30141,88341
2005,GA,9132553,40725,564,2143,,14041,23977
2005,HI,1273278,3253,24,343,,1001,1885
2005,IA,2965524,8697,40,847,,1153,6657
2005,ID,1429367,3670,35,577,,266,2792
2005,IL,12765427,70496,770,4313,,23255,42158
2005,IN,6266019,20302,356,1856,,6809,11281
2005,KS,2748172,10701,101,1098,,1795,7707
2005,KY,4172608,11134,190,1421,,3690,5833
2005,LA,4507331,26889,450,1421,,5337,19681
2005,MA,6433367,29644,178,1751,,7837,19878
2005,MD,5589599,39369,552,1266,,14378,23173
2005,ME,1318220,1483,19,326,,323,815
2005,MI,10100833,55936,629,5199,,13348,36760
2005,MN,5126739,15243,115,2258,,4724,8146
2005,MO,5797703,30477,402,1625,,7196,21254
2005,MS,2908496,8131,214,1147,,2405,4365
2005,MT,934737,2634,18,301,,177,2138
2005,NC,8672459,40650,585,2302,,12635,25128
2005,ND,634605,706,12,180,,54,460
2005,NE,1758163,5052,44,581,,1040,3387
2005,NH,1306819,1761,19,406,,365,971
2005,NJ,8703150,30919,417,1208,,13215,16079
2005,NM,1925985,12448,144,1041,,1893,9370
2005,NV,2412301,14654,206,1016,,4702,8730
2005,NY,19315721,85839,874,3636,,35179,46150
2005,OH,11470685,40162,590,4671,,18673,16228
2005,OK,3543442,18044,187,1481,,3230,13146
2005,OR,3638871,10444,80,1266,,2478,6620
2005,PA,12405348,52761,756,3586,,19214,29205
2005,RI,1073579,2710,34,323,,776,1577
2005,SC,4246933,32590,314,1862,,5657,24757
2005,SD,774883,1387,18,377,,145,847
2005,TN,5955745,45104,431,2194,,10009,32470
2005,TX,22928508,121091,1407,8511,,35790,75383
2005,UT,2490334,5612,56,920,,1095,3541
2005,VA,7564327,21434,458,1763,,7495,11718
2005,VT,622387,782,8,153,,76,545
2005,WA,6291899,21745,205,2811,,5788,12941
2005,WI,5527644,13367,206,1135,,4555,7471
2005,WV,1814083,4968,82,335,,816,3735
2005,WY,508798,1172,14,122,,78,958
2006,AK,670053,4610,36,512,,600,3462
2006,AL,4599030,19553,382,1646,,7062,10463
2006,AR,2810872,15538,205,1325,,2749,11259
2006,AZ,6166318,33456,533,2449,,9491,20983
2006,CA,36457549,194483,2486,9235,,71142,111620
2006,CO,4753377,18794,171,2158,,3824,12641
2006,CT,3504809,10505,137,696,,4460,5212
2006,DC,581530,8772,169,185,,3829,4589
2006,DE,853476,5983,42,417,,1791,3733
2006,FL,18089888,129602,1129,6475,,34147,87851
2006,GA,9363941,44754,605,2169,,15511,26469
2006,HI,1285498,3608,21,353,,1144,2090
2006,IA,2982085,8521,55,871,,1309,6286
2006,ID,1466465,3666,35,611,,294,2726
2006,IL,12831970,69498,780,4078,,23782,40858
2006,IN,6313520,20303,361,1811,,7175,10956
2006,KS,2764075,11960,125,1279,,1878,8678
2006,KY,4206074,11361,173,1312,,3850,6026
2006,LA,4287768,30923,555,1587,,5928,22853
2006,MA,6437193,32217,188,1771,,8080,22178
2006,MD,5615727,38111,546,1178,,14376,22011
2006,ME,1321574,1533,23,341,,383,786
2006,MI,10095643,56981,721,5347,,14229,36684
2006,MN,5167101,16042,126,1645,,5441,8830
2006,MO,5842713,31897,369,1764,,7597,22167
2006,MS,2910540,9076,231,1039,,3259,4547
2006,MT,944632,3564,33,348,,233,2950
2006,NC,8856505,42088,539,2495,,13468,25586
2006,ND,635867,1255,14,241,,75,925
2006,NE,1768331,5197,51,577,,1136,3433
2006,NH,1314895,1785,13,295,,435,1042
2006,NJ,8724560,30550,427,1201,,13360,15562
2006,NM,1954599,12797,134,1073,,2095,9495
2006,NV,2495529,18687,226,1092,,7038,10331
2006,NY,19306183,84016,922,3168,,34459,45467
2006,OH,11478006,41491,560,4770,,19418,16743
2006,OK,3579212,17905,210,1488,,3145,13062
2006,OR,3700758,10534,88,1219,,2711,6516
2006,PA,12440621,55028,741,3611,,21095,29581
2006,RI,1067610,2460,27,289,,740,1404
2006,SC,4321249,33322,362,1834,,5902,25224
2006,SD,781919,2071,30,465,,158,1418
2006,TN,6038803,46043,419,2194,,11143,32287
2006,TX,23507783,121602,1386,8429,,37256,74531
2006,UT,2550063,5771,51,891,,1242,3587
2006,VA,7642884,21683,403,1829,,7779,11672
2006,VT,623908,905,14,173,,114,604
2006,WA,6395798,22303,197,2748,,6424,12934
2006,WI,5556506,15899,165,1233,,5564,8937
2006,WV,1818470,5113,80,404,,853,3776
2006,WY,515004,1307,13,151,,72,1071
2007,AK,683478,4520,43,545,,581,3351
2007,AL,4627851,20775,412,1548,,7398,11417
2007,AR,2834797,15226,198,1294,,3105,10629
2007,AZ,6338755,32835,548,2353,,9764,20170
2007,CA,36553215,191561,2262,9046,,70706,109547
2007,CO,4861515,17101,155,2075,,3461,11410
2007,CT,3502309,10547,113,690,,4303,5441
2007,DC,588292,8325,181,192,,4265,3687
2007,DE,864764,6100,39,341,,1763,3957
2007,FL,18251243,131878,1202,6149,,38155,86372
2007,GA,9544750,46917,720,2198,,17291,26708
2007,HI,1283388,3544,24,377,,1122,2021
2007,IA,2988046,8970,39,970,,1328,6633
2007,ID,1499402,3841,49,607,,243,2942
2007,IL,12852548,68528,752,4103,,23100,40573
2007,IN,6345289,21310,350,1738,,7845,11377
2007,KS,2775997,12730,106,1287,,2022,9315
2007,KY,4241474,12329,206,1365,,4068,6690
2007,LA,4293204,31789,625,1427,,6316,23421
2007,MA,6449755,28487,187,1643,,7021,19636
2007,MD,5618344,36063,554,1179,,13258,21072
2007,ME,1317207,1565,20,392,,349,804
2007,MI,10071822,53765,661,4592,,13365,35147
2007,MN,5197621,15054,116,1873,,4770,8295
2007,MO,5878415,32962,367,1785,,7728,23082
2007,MS,2918785,8502,202,1033,,2896,4371
2007,MT,957861,3638,27,363,,233,3015
2007,NC,9061032,42231,584,2386,,13534,25727
2007,ND,639715,1343,17,252,,75,999
2007,NE,1774571,5524,71,550,,1115,3788
2007,NH,1315828,1896,12,357,,451,1076
2007,NJ,8685920,28544,381,1032,,12567,14564
2007,NM,1969915,13311,183,1028,,2323,9777
2007,NV,2565382,19365,193,1096,,6938,11138
2007,NY,19297729,79962,805,2928,,31085,45144
2007,OH,11466917,40759,529,4661,,18351,17218
2007,OK,3617316,18234,224,1565,,3392,13053
2007,OR,3747455,11015,76,1276,,2864,6799
2007,PA,12432792,51806,725,3443,,19440,28198
2007,RI,1057832,2424,19,258,,760,1387
2007,SC,4407709,34630,364,1773,,6354,26139
2007,SD,796214,1926,31,433,,118,1344
2007,TN,6156719,46482,405,2201,,11033,32843
2007,TX,23904380,122014,1419,8460,,38778,73357
2007,UT,2645330,6347,59,935,,1425,3928
2007,VA,7712091,21035,415,1793,,7696,11131
2007,VT,621254,802,13,128,,79,582
2007,WA,6468424,21768,174,2653,,6079,12862
2007,WI,5601640,16330,185,1227,,5480,9438
2007,WV,1812035,5016,65,388,,847,3716
2007,WY,522830,1344,21,172,,84,1067
2008,AK,686293,4475,27,447,,645,3356
2008,AL,4661900,21110,351,1618,,7346,11795
2008,AR,2855390,14649,165,1463,,2777,10244
2008,AZ,6500180,31567,462,2200,,9809,19096
2008,CA,36756666,185329,2142,8903,,69388,104896
2008,CO,4939456,17480,165,2151,,3404,11760
2008,CT,3501252,10737,132,680,,4043,5882
2008,DC,591833,8509,186,186,,4430,3707
2008,DE,873092,6187,57,371,,1847,3912
2008,FL,18328340,126256,1168,5972,,36268,82848
2008,GA,9685744,47353,640,2334,,17808,26571
2008,HI,1288198,3510,26,363,,1085,2036
2008,IA,3002555,8651,77,937,,1249,6388
2008,ID,1523816,3680,23,579,,239,2839
2008,IL,12901563,67780,790,4118,,24054,38818
2008,IN,6376792,21525,322,1711,,7580,11912
2008,KS,2802134,11554,113,1226,,1681,8534
2008,KY,4269245,12690,201,1457,,4080,6952
2008,LA,4410796,29613,544,1250,,6241,21578
2008,MA,6497967,30137,166,1751,,7077,21143
2008,MD,5633597,35393,493,1127,,13203,20570
2008,ME,1316456,1572,31,379,,333,829
2008,MI,10003422,51512,554,4507,,13246,33205
2008,MN,5220393,13853,110,1805,,4179,7759
2008,MO,5911605,29701,456,1612,,7395,20238
2008,MS,2938618,8942,236,958,,3079,4669
2008,MT,967440,3013,40,358,,204,2411
2008,NC,9222414,43125,599,2296,,14323,25907
2008,ND,641481,1441,11,331,,73,1026
2008,NE,1783432,5570,69,601,,1297,3603
2008,NH,1315809,2054,14,385,,421,1234
2008,NJ,8682661,28351,376,1122,,12701,14152
2008,NM,1984356,12967,161,1118,,2151,9537
2008,NV,2600167,18973,165,1106,,6486,11216
2008,NY,19490297,77546,836,2798,,31787,42125
2008,OH,11485910,40436,547,4531,,18706,16652
2008,OK,3642361,19359,215,1471,,3698,13975
2008,OR,3790060,9909,87,1183,,2656,5983
2008,PA,12448279,51044,705,3485,,18873,27981
2008,RI,1050788,2656,31,282,,880,1463
2008,SC,4479800,32746,307,1686,,6595,24158
2008,SD,804194,2227,37,562,,134,1494
2008,TN,6214888,44913,412,2078,,10804,31619
2008,TX,24326974,123585,1370,8055,,37739,76421
2008,UT,2736424,6165,41,915,,1421,3788
2008,VA,7769089,20031,370,1794,,7470,10397
2008,VT,621270,854,17,133,,93,611
2008,WA,6549224,21888,193,2653,,6419,12623
2008,WI,5627967,15507,146,1128,,5163,9070
2008,WV,1814468,5006,67,389,,896,3654
2008,WY,532668,1330,12,185,,87,1046
2009,AK,698473,4424,22,513,,654,3235
2009,AL,4708708,21194,322,1504,,6265,13103
2009,AR,2889450,14905,179,1378,,2576,10772
2009,AZ,6595778,28128,380,2279,,8199,17270
2009,CA,36961664,174934,1972,8713,,64093,100156
2009,CO,5024748,17022,159,2269,,3371,11223
2009,CT,3518288,10588,106,657,,4001,5824
2009,DC,599657,8089,145,150,,4404,3390
2009,DE,885122,5713,41,395,,1680,3597
2009,FL,18537969,113541,1017,5501,,30911,76112
2009,GA,9829211,42073,566,2323,,14631,24553
2009,HI,1295178,3550,23,385,,1030,2112
2009,IA,3007856,8485,38,890,,1201,6356
2009,ID,1545801,3805,24,575,,254,2952
2009,IL,12910409,64185,773,3901,,22923,36588
2009,IN,6423113,21455,312,1621,,7347,12175
2009,KS,2818747,11460,125,1179,,1786,8370
2009,KY,4314113,11000,184,1531,,3642,5643
2009,LA,4492076,28878,529,1351,,6150,20848
2009,MA,6593587,30503,173,1734,,7467,21129
2009,MD,5699478,33625,440,1156,,12007,20022
2009,ME,1318301,1580,26,375,,399,780
2009,MI,9969727,49825,623,4524,,12427,32251
2009,MN,5266214,12874,74,1789,,3619,7392
2009,MO,5987580,29513,387,1606,,7437,20083
2009,MS,2951996,8451,194,991,,2969,4297
2009,MT,974989,2798,32,357,,228,2181
2009,NC,9380884,37946,489,2306,,11825,23326
2009,ND,646844,1723,12,296,,107,1308
2009,NE,1796619,5199,41,617,,1220,3321
2009,NH,1324575,2125,11,399,,454,1261
2009,NJ,8707739,27113,319,1041,,11639,14114
2009,NM,2009671,12709,198,1069,,1932,9510
2009,NV,2643085,18639,156,1024,,6028,11431
2009,NY,19541453,75110,781,2582,,28141,43606
2009,OH,11542645,38305,527,4119,,17670,15989
2009,OK,3687050,18560,234,1535,,3358,13433
2009,OR,3825657,9968,88,1202,,2499,6179
2009,PA,12604767,48188,664,3626,,17504,26394
2009,RI,1053209,2678,32,296,,785,1565
2009,SC,4561242,30799,305,1663,,5753,23078
2009,SD,812383,1777,30,501,,117,1129
2009,TN,6296254,41933,468,2019,,9653,29793
2009,TX,24782302,121684,1330,8311,,38022,74021
2009,UT,2784572,5998,39,941,,1304,3714
2009,VA,7882590,18195,370,1572,,6342,9911
2009,VT,621760,837,8,132,,111,586
2009,WA,6664195,22412,190,2583,,6711,12928
2009,WI,5654774,14650,146,1118,,4904,8482
2009,WV,1819777,5554,84,470,,914,4086
2009,WY,544270,1196,11,172,,78,935
2010,AK,714146,4537,31,533,,594,3379
2010,AL,4785401,18363,275,1355,,4864,11869
2010,AR,2921588,14711,134,1321,,2369,10887
2010,AZ,6413158,26528,408,2191,,6953,16976
2010,CA,37338198,164133,1809,8331,,58116,95877
2010,CO,5047692,16339,129,2230,,3164,10816
2010,CT,3575498,10083,133,595,,3553,5802
2010,DC,604912,8026,132,187,,4325,3382
2010,DE,899792,5608,51,326,,1839,3392
2010,FL,18838613,101969,987,5373,,26086,69523
2010,GA,9712157,39068,555,2107,,12372,24034
2010,HI,1363359,3603,25,377,,1065,2136
2010,IA,3050202,8191,38,883,,1012,6258
2010,ID,1571102,3464,22,533,,213,2696
2010,IL,12841980,57132,704,3066,,20386,32976
2010,IN,6490622,20983,268,1760,,6559,12396
2010,KS,2859143,10602,97,1146,,1538,7821
2010,KY,4347223,10604,188,1438,,3748,5230
2010,LA,4545343,25241,500,1230,,5297,18214
2010,MA,6555466,30737,214,1784,,6897,21842
2010,MD,5785681,31607,426,1228,,11054,18899
2010,ME,1327379,1621,24,389,,412,796
2010,MI,9877143,48693,580,4733,,11522,31858
2010,MN,5310658,12515,96,1798,,3388,7233
2010,MO,5995715,27440,420,1445,,6185,19390
2010,MS,2970072,7999,204,931,,2777,4087
2010,MT,990958,2733,25,332,,154,2222
2010,NC,9560234,34679,474,2002,,9620,22583
2010,ND,674629,1548,10,245,,90,1203
2010,NE,1830141,5093,54,674,,1020,3345
2010,NH,1316807,2204,13,411,,450,1330
2010,NJ,8799593,27055,371,981,,11818,13885
2010,NM,2065913,12147,140,959,,1616,9432
2010,NV,2704283,17929,158,965,,5298,11508
2010,NY,19395206,76492,868,2797,,28630,44197
2010,OH,11537968,36306,479,3730,,16486,15611
2010,OK,3760184,18100,195,1469,,3345,13091
2010,OR,3838332,9648,96,1239,,2421,5892
2010,PA,12717722,46612,653,3472,,16375,26112
2010,RI,1052528,2709,29,298,,782,1600
2010,SC,4637106,27923,265,1551,,5017,21090
2010,SD,816598,2196,23,385,,154,1634
2010,TN,6357436,38909,359,2173,,8361,28016
2010,TX,25253466,113231,1249,7622,,32843,71517
2010,UT,2775479,5925,53,983,,1269,3620
2010,VA,8023953,17184,376,1580,,5678,9550
2010,VT,625909,820,7,141,,76,596
2010,WA,6742950,21138,154,2579,,5929,12476
2010,WI,5691659,14167,155,1191,,4516,8305
2010,WV,1854368,5586,58,362,,776,4390
2010,WY,564554,1117,8,162,,77,870
2011,AK,723860,4416,30,436,,576,3374
2011,AL,4803689,20166,299,1370,,4906,13591
2011,AR,2938582,14173,160,1230,,2357,10426
2011,AZ,6467315,26789,397,2499,,7145,16748
2011,CA,37683933,154943,1792,7665,,54291,91195
2011,CO,5116302,16085,155,2285,,3299,10346
2011,CT,3586717,9889,129,689,,3689,5382
2011,DC,619020,7433,108,173,,4094,3058
2011,DE,908137,5144,48,307,,1558,3231
2011,FL,19082262,98198,984,5273,,25622,66319
2011,GA,9812460,36762,549,2066,,12266,21881
2011,HI,1378129,3465,20,353,,994,2098
2011,IA,3064097,7883,44,866,,824,6149
2011,ID,1583744,3202,35,444,,188,2535
2011,IL,12859752,54523,781,3030,,20217,30495
2011,IN,6516353,21619,306,1758,,6977,12578
2011,KS,2870386,10209,111,1122,,1448,7528
2011,KY,4366814,10465,151,1499,,3705,5110
2011,LA,4574766,25373,506,1262,,5235,18370
2011,MA,6607003,28232,184,1654,,6768,19626
2011,MD,5839572,28817,399,1200,,10342,16876
2011,ME,1328544,1638,26,394,,370,848
2011,MI,9876801,43731,617,4344,,10263,28507
2011,MN,5347299,12323,75,2113,,3385,6750
2011,MO,6008984,26888,366,1469,,6275,18778
2011,MS,2977457,8009,232,863,,2496,4418
2011,MT,997667,2755,29,366,,171,2189
2011,NC,9651103,33421,498,1959,,9448,21516
2011,ND,684740,1699,24,266,,91,1318
2011,NE,1842234,4672,68,699,,993,2912
2011,NH,1317807,2864,16,581,,509,1758
2011,NJ,8834773,27203,380,1006,,12209,13608
2011,NM,2078674,11904,158,856,,1720,9170
2011,NV,2720028,15452,139,913,,4308,10092
2011,NY,19501616,77463,769,2751,,28405,45538
2011,OH,11541007,35218,500,3679,,15991,15048
2011,OK,3784163,17311,212,1410,,3288,12401
2011,OR,3868229,9643,84,1239,,2237,6083
2011,PA,12743948,46189,639,3339,,16165,26046
2011,RI,1050646,2586,20,319,,744,1503
2011,SC,4673348,27894,320,1678,,4631,21265
2011,SD,823593,2105,20,503,,167,1415
2011,TN,6399787,38895,380,2095,,8082,28338
2011,TX,25631778,104734,1130,7486,,28620,67498
2011,UT,2814347,5547,50,901,,1079,3517
2011,VA,8104384,16014,304,1591,,5425,8694
2011,VT,626592,925,11,146,,99,669
2011,WA,6823267,20152,163,2320,,5627,12042
2011,WI,5709843,14268,138,1190,,4600,8340
2011,WV,1854908,5497,87,372,,802,4236
2011,WY,567356,1245,18,146,,71,1010
2012,AK,730307,4412,30,583,,630,3169
2012,AL,4817528,21693,342,1296,,5020,15035
2012,AR,2949828,13851,174,1233,,2310,10134
2012,AZ,6551149,28077,358,2282,,7383,18054
2012,CA,37999878,160944,1884,7837,,56521,94702
2012,CO,5189458,15951,152,2122,,3392,10285
2012,CT,3591765,10183,117,933,,3709,5424
2012,DC,633427,7866,88,236,,4037,3505
2012,DE,917053,5048,56,249,,1498,3245
2012,FL,19320749,94087,1009,5260,,23889,63929
2012,GA,9915646,37675,583,2143,,12502,22447
2012,HI,1390090,3378,21,279,,1125,1953
2012,IA,3075039,8167,49,901,,962,6255
2012,ID,1595590,3348,30,495,,243,2580
2012,IL,12868192,53556,770,3581,,19480,29725
2012,IN,6537782,22544,307,1661,,6601,13975
2012,KS,2885398,10292,85,1105,,1493,7609
2012,KY,4379730,9852,201,1312,,3547,4792
2012,LA,4602134,22839,489,1155,,5458,15737
2012,MA,6645303,27047,121,1650,,6555,18721
2012,MD,5884868,28086,373,1237,,10173,16303
2012,ME,1328501,1626,26,372,,420,808
2012,MI,9882519,44962,701,4635,,10423,29203
2012,MN,5379646,12419,99,1638,,3475,7207
2012,MO,6024522,27189,390,1527,,5782,19490
2012,MS,2986450,7769,213,819,,2277,4460
2012,MT,1005494,2803,29,392,,202,2180
2012,NC,9748364,34464,479,1984,,9392,22609
2012,ND,701345,1723,25,279,,127,1292
2012,NE,1855350,4802,52,710,,1128,2912
2012,NH,1321617,2841,15,486,,471,1869
2012,NJ,8867749,25727,388,1035,,11385,12919
2012,NM,2083540,11660,116,957,,1847,8740
2012,NV,2754354,16763,124,931,,4918,10790
2012,NY,19576125,79535,683,2837,,28633,47382
2012,OH,11553031,34827,478,3813,,15396,15140
2012,OK,3815780,18102,220,1622,,3248,13012
2012,OR,3899801,9638,91,1159,,2419,5969
2012,PA,12764475,45384,707,3371,,15735,25571
2012,RI,1050304,2657,26,292,,715,1614
2012,SC,4723417,26474,332,1712,,4511,19919
2012,SD,834047,2701,23,600,,157,1921
2012,TN,6454914,41213,400,2047,,8151,30615
2012,TX,26060796,106475,1148,7715,,30385,67227
2012,UT,2854871,5939,52,975,,1105,3807
2012,VA,8186628,15676,322,1505,,4718,9131
2012,VT,625953,891,8,131,,114,638
2012,WA,6895318,20553,217,2250,,5801,12285
2012,WI,5724554,16254,169,1228,,4692,10165
2012,WV,1856680,5943,70,415,,835,4623
2012,WY,576626,1161,14,154,,61,932
2013,AK,737259,4709,34,657,925,623,3127
2013,AL,4833996,20834,346,1449,2055,4645,13788
2013,AR,2958765,13705,158,1135,1490,2261,9796
2013,AZ,6634997,27576,355,2344,3174,6656,17391
2013,CA,38431393,154739,1746,7464,10324,53640,89029
2013,CO,5272086,16099,174,2198,2963,3136,9826
2013,CT,3599341,9439,91,647,891,3551,4906
2013,DC,649111,8415,103,297,395,4082,3835
2013,DE,925240,4633,41,278,399,1233,2960
2013,FL,19600311,91993,972,4765,6767,23200,61054
2013,GA,9994759,37519,563,2022,2891,12704,21361
2013,HI,1408987,3585,32,366,508,934,2111
2013,IA,3092341,8443,41,873,1133,937,6332
2013,ID,1612843,3471,29,516,674,220,2548
2013,IL,12890552,51956,722,3895,5340,17733,28161
2013,IN,6570713,23627,357,1623,2241,7114,13915
2013,KS,2895801,9928,117,1003,1295,1339,7177
2013,KY,4399583,9280,172,951,1646,3247,4215
2013,LA,4629284,24127,494,1248,1763,5539,16331
2013,MA,6708874,27264,138,1722,2303,6705,18118
2013,MD,5938737,28235,384,1179,1679,10048,16124
2013,ME,1328702,1761,24,366,495,335,907
2013,MI,9898193,44757,625,4506,6785,10093,27254
2013,MN,5422060,12710,114,1453,2014,3674,6908
2013,MO,6044917,26216,369,1679,2305,5486,18056
2013,MS,2992206,8303,217,726,1024,2413,4649
2013,MT,1014864,2924,23,382,467,217,2217
2013,NC,9848917,33587,463,1790,2524,9275,21325
2013,ND,723857,1979,16,288,355,161,1447
2013,NE,1868969,4949,56,621,847,1035,3011
2013,NH,1322616,2952,21,522,778,645,1708
2013,NJ,8911502,25748,404,861,1189,12084,12071
2013,NM,2086895,12990,123,1135,1565,1832,9470
2013,NV,2791494,16888,163,1090,1482,5183,10060
2013,NY,19695680,77563,644,2575,3548,27241,46130
2013,OH,11572005,33722,478,3594,4391,14483,14370
2013,OK,3853118,17187,198,1715,2314,3023,11652
2013,OR,3928068,9536,82,1000,1464,2394,5596
2013,PA,12781296,42825,611,2728,3795,14739,23680
2013,RI,1053354,2710,31,333,449,683,1547
2013,SC,4771929,24263,305,1739,2233,3965,17760
2013,SD,845510,2733,18,454,507,156,2052
2013,TN,6497269,38063,335,1904,2500,7333,27895
2013,TX,26505637,108757,1140,7610,10456,31810,65351
2013,UT,2902787,6644,51,926,1522,1247,3824
2013,VA,8270345,16355,320,1476,2350,4574,9111
2013,VT,626855,775,10,113,136,75,554
2013,WA,6973742,20223,167,2072,2604,5829,11623
2013,WI,5742953,16118,163,1308,1836,4834,9285
2013,WV,1853595,5657,62,367,700,653,4242
2013,WY,583223,1212,17,144,204,74,917
2014,AK,737046,4684,41,553,771,629,3243
2014,AL,4846411,20727,276,1425,2005,4702,13744
2014,AR,2966835,14248,175,1291,1816,2037,10220
2014,AZ,6728783,26422,311,2356,3272,6225,16614
