Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20000186,"Jan 2, 2020, 9:27:36 PM","Jan 2, 2020, 9:27:36 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,807 NEEDHAM ST,MODESTO,CALIFORNIA,95350,-121.0032361,37.64612272,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000086,"Jan 1, 2020, 10:40:08 PM","Jan 1, 2020, 10:40:08 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,428 LEON AVE,MO,,95351,-121.0098958,37.62503154,0,0,0,,FELONY
MP20000067,"Jan 1, 2020, 7:02:31 PM","Dec 30, 2019, 6:15:00 AM",664 /460 (A) PC,664 /460 (A) PC ATTEMPTED BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2911,1700 MC HENRY AVE,MODESTO,CALIFORNIA,,-120.9923421,37.66894491,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP19037545,"Dec 31, 2019, 2:50:00 AM","Dec 31, 2019, 2:50:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1120 LILLIAN DR,MO,,95355,-120.9318614,37.65873214,0,0,0,,FELONY
MP19037559,"Dec 31, 2019, 8:50:00 AM","Dec 30, 2019, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2516 STANDIFORD AVE,MO,,95350,-121.0420521,37.68532241,0,0,0,,FELONY
MP19037589,"Dec 31, 2019, 1:20:00 PM","Dec 29, 2019, 7:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1201 LUCERN AVE,MO,,95350,-120.9782328,37.65291581,0,0,0,,FELONY
MP20000040,"Jan 1, 2020, 2:11:00 PM","Jan 1, 2020, 11:25:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,901 N CARPENTER RD,MO,,,-121.0309447,37.64774644,0,0,0,,FELONY
MP20000062,"Jan 1, 2020, 3:28:00 PM","Jan 1, 2020, 3:20:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1956 EL SERENO ST,MO,,95358,-121.0224092,37.60376174,0,0,0,,FELONY
MP20000069,"Jan 1, 2020, 6:57:00 PM","Jan 1, 2020, 4:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3401 DALE RD,MO,,,-121.0529289,37.68949614,0,0,0,,FELONY
MP19803372,"Dec 27, 2019, 11:57:00 AM","Dec 27, 2019, 5:25:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,4121 HALLMARK WAY,MODESTO,CALIFORNIA,95356,-120.9881313,37.69821668,0,0,0,,FELONY
MP20000084,"Jan 1, 2020, 10:20:00 PM","Jan 1, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1808 USTICK RD,MO,,95358,-121.0114855,37.602862,0,0,0,,FELONY
MP19803376,"Dec 27, 2019, 4:03:00 PM","Dec 27, 2019, 2:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,534 COVENA AVE,MODESTO,CALIFORNIA,95354,-120.9718404,37.64684845,0,0,0,,MISDEMEANOR
MP19803377,"Dec 28, 2019, 4:54:00 AM","Dec 28, 2019, 2:40:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,OREGON DR & THRASHER AVE,MODESTO,CALIFORNIA,95354,-120.9703273,37.63103501,0,0,0,,FELONY
MP19803380,"Dec 29, 2019, 9:04:00 AM","Dec 29, 2019, 3:08:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,572 PIRINEN LN,MODESTO,CALIFORNIA,95354,-120.9398964,37.64812908,0,0,0,,FELONY
MP19803396,"Dec 20, 2019, 3:36:00 PM","Dec 19, 2019, 1:10:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3805 MARIGOLD LN,MODESTO,CALIFORNIA,95356,-120.9992073,37.692692,0,0,0,,FELONY
MP20800004,"Jan 1, 2020, 11:36:00 AM","Dec 30, 2019, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1616 TERESA ST,MODESTO,CALIFORNIA,95350,-121.0202469,37.66478829,0,0,0,,MISDEMEANOR
MP20800007,"Jan 1, 2020, 10:56:00 PM","Jan 1, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,N N CARPENTER RD & BLUE GUM AVE,MODESTO,CALIFORNIA,95351,-121.0311415,37.66052455,0,0,0,,MISDEMEANOR
MP20800009,"Nov 20, 2019, 8:13:00 PM","Nov 20, 2019, 6:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,131 PARK AVE,MODESTO,CALIFORNIA,95354,-120.9993051,37.64700715,0,0,0,,MISDEMEANOR
MP20800011,"Jan 2, 2020, 10:43:00 AM","Dec 23, 2019, 9:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2900 W RUMBLE RD,MODESTO,CALIFORNIA,95350,-121.0481281,37.68189449,0,0,0,,FELONY
MP20000095,"Jan 2, 2020, 2:58:42 AM","Jan 2, 2020, 2:58:42 AM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,903 5TH ST,MO,,,-121.0046637,37.63601522,0,0,0,,FELONY
MP20000095,"Jan 2, 2020, 2:58:42 AM","Jan 2, 2020, 2:58:42 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,903 5TH ST,MO,,,-121.0046637,37.63601522,0,0,0,,FELONY
MP20000095,"Jan 2, 2020, 2:58:42 AM","Jan 2, 2020, 2:58:42 AM",211 PC,211 PC ROBBERY 03 Robbery 853,903 5TH ST,MO,,,-121.0046637,37.63601522,0,0,0,,FELONY
MP20000019,"Jan 1, 2020, 8:52:18 AM","Jan 1, 2020, 8:52:18 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,920 PINE TREE LN,MODESTO,CALIFORNIA,95351,-121.0225978,37.61682379,0,0,0,,FELONY
MP19037552,"Dec 31, 2019, 2:51:33 AM","Dec 31, 2019, 2:51:33 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,121 SENTINEL DR,MO,,95357,-120.922855,37.63947312,0,0,0,,FELONY
MP20000207,"Jan 3, 2020, 8:44:00 AM","Jan 3, 2020, 8:44:00 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,1104 SPRINGFIELD WAY,MODESTO,CALIFORNIA,95355,-120.9327492,37.658413,1,0,0,,FELONY
MP20000254,"Jan 3, 2020, 5:26:32 PM","Jan 3, 2020, 5:26:32 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3401 DALE RD,MODESTO,CALIFORNIA,95356,-121.0540147,37.68874156,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000255,"Jan 3, 2020, 4:37:39 PM","Jan 3, 2020, 4:37:39 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,444 ROSEDALE AVE,MO,,95351,-121.0062941,37.62438717,0,0,0,,FELONY
MP20000270,"Jan 3, 2020, 8:49:27 PM","Jan 3, 2020, 8:49:27 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,310 H ST,MODESTO,CALIFORNIA,95351,-121.0041453,37.63366636,0,0,0,,FELONY
MP20000205,"Jan 3, 2020, 7:51:20 AM","Jan 3, 2020, 4:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,928 15TH ST,MODESTO,CALIFORNIA,95354,-120.994975,37.6440509,1,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP19037368,"Dec 28, 2019, 6:58:39 PM","Dec 28, 2019, 4:15:00 PM",487 (D)(2) PC,487 (D)(2) PC GRAND THEFT:  FIREARM  06 Theft 2292,"NORWEGIAN AVE, MO / MC HENRY AVE, MO ( 37/A3 )",MODESTO,CALIFORNIA,,-120.9940376,37.67116188,0,1,0,,FELONY
MP20000310,"Jan 4, 2020, 11:36:53 AM","Jan 4, 2020, 11:36:53 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,721 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-121.003188,37.68949457,1,0,0,,FELONY
MP20000303,"Jan 4, 2020, 10:11:10 AM","Jan 4, 2020, 10:11:10 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,2001 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9637108,37.67828913,1,0,0,,FELONY
MP20000278,"Jan 3, 2020, 8:51:35 PM","Jan 3, 2020, 8:51:35 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,722 EL CAMINO AVE,MO,,95350,-120.9792923,37.65438173,0,0,0,,FELONY
MP20000033,"Jan 1, 2020, 12:36:00 PM","Dec 31, 2019, 9:30:00 PM",289 (A)(1) PC,289 (A)(1) PC SEXUAL PENETRATION WITH FORCE/ETC 02a. Rape 1613,UNKNOWN,,CALIFORNIA,,,,0,0,0,,FELONY
MP20000299,"Jan 4, 2020, 9:50:04 AM","Jan 4, 2020, 9:20:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,428 LEON AVE,MODESTO,CALIFORNIA,95351,-121.0099087,37.62503656,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000301,"Jan 4, 2020, 10:03:00 AM","Jan 3, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2901 HEALTH CARE WAY,MODESTO,CALIFORNIA,95356,-121.0486155,37.70912987,0,0,0,,MISDEMEANOR
MP20000283,"Jan 4, 2020, 1:58:39 AM","Jan 4, 2020, 1:58:39 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3313 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.9946742,37.68600029,1,0,0,,FELONY
MP20000202,"Jan 3, 2020, 7:34:02 AM","Jan 3, 2020, 7:34:02 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,1,0,0,,
MP20000202,"Jan 3, 2020, 7:34:02 AM","Jan 3, 2020, 7:34:02 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,1,0,0,,FELONY
MP20000188,"Jan 2, 2020, 11:55:00 PM","Jan 2, 2020, 11:50:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2337 LAMBERT ST,MO,,95354,-120.9535948,37.64828687,0,0,0,,FELONY
MP20000198,"Jan 3, 2020, 6:51:00 AM","Jan 2, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1215 G ST,MO,,95354,-120.994543,37.63960073,0,0,0,,FELONY
MP20000201,"Jan 3, 2020, 8:13:00 AM","Jan 2, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3025 NEW SALEM AVE,MO,,95354,-120.9373871,37.64769942,0,0,0,,FELONY
MP20000204,"Jan 3, 2020, 9:00:00 AM","Jan 2, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1000 HAMMOND ST,MO,,95351,-121.0183939,37.61622493,0,0,0,,FELONY
MP20000208,"Jan 3, 2020, 9:34:00 AM","Jan 2, 2020, 8:20:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3601 PRESCOTT RD,MO,,,-121.032385,37.69164156,0,0,0,,FELONY
MP20000218,"Jan 3, 2020, 11:20:00 AM","Jan 2, 2020, 7:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1712 CARVER RD,MO,,,-121.0214622,37.67003386,0,0,0,,FELONY
MP20000266,"Jan 3, 2020, 7:26:55 PM","Jan 3, 2020, 4:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1114 6TH ST,MO,,,-121.0055621,37.63922782,0,0,0,,FELONY
MP20000279,"Jan 3, 2020, 11:28:00 PM","Jan 3, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,628 KERR AVE,MO,,95354,-120.9715332,37.62992593,0,0,0,,FELONY
MP20000316,"Jan 4, 2020, 1:48:00 PM","Jan 4, 2020, 12:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1311 MONTEREY AVE,MODESTO,CALIFORNIA,95354,-120.9742697,37.62740406,0,0,0,,FELONY
MP20000390,"Jan 5, 2020, 10:38:18 AM","Jan 5, 2020, 10:38:18 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,9TH/ K ST,MODESTO,CALIFORNIA,95354,-120.9920909,37.64227677,0,0,0,,FELONY
MP20000365,"Jan 5, 2020, 2:36:50 AM","Jan 5, 2020, 2:36:50 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3348 CLAUS RD,MODESTO,CALIFORNIA,95357,-120.9210608,37.68695668,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP19036742,"Dec 21, 2019, 11:30:00 AM","Dec 20, 2019, 5:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2102 MILLER AVE,MODESTO,CALIFORNIA,95354,-120.9592743,37.63988667,0,0,0,,FELONY
MP20000323,"Jan 4, 2020, 2:12:42 PM","Jan 4, 2020, 2:12:42 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,3821 DRAGOO PARK DR,MODESTO,CALIFORNIA,95356,-120.9850979,37.69457281,1,0,0,,FELONY
MP20000087,"Jan 1, 2020, 8:59:44 PM","Jan 1, 2020, 8:59:44 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1120 DOROTHY WAY,MODESTO,CALIFORNIA,95350,-120.9780849,37.67497769,1,1,0,,FELONY
MP20000087,"Jan 1, 2020, 8:59:44 PM","Jan 1, 2020, 8:59:44 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1120 DOROTHY WAY,MODESTO,CALIFORNIA,95350,-120.9780849,37.67497769,1,1,0,,FELONY
MP20000315,"Jan 4, 2020, 2:26:00 PM","Jan 3, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1801 EDGEBROOK DR,MODESTO,CALIFORNIA,95354,-120.9658293,37.6476697,0,0,0,,FELONY
MP20000315,"Jan 4, 2020, 2:26:00 PM","Jan 3, 2020, 9:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1801 EDGEBROOK DR,MODESTO,CALIFORNIA,95354,-120.9658293,37.6476697,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000382,"Jan 5, 2020, 9:44:00 AM","Jan 4, 2020, 7:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1113 HARBERT LN,MODESTO,CALIFORNIA,95350,-120.9786454,37.68774329,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000403,"Jan 5, 2020, 2:00:00 PM","Dec 19, 2019, 8:45:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1628 ROUSE AVE,MODESTO,CALIFORNIA,95351,-121.0150332,37.62049735,0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000406,"Jan 5, 2020, 3:28:17 PM","Jan 5, 2020, 3:28:17 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,3904 MESROB CT,MO,,95356,-121.0631513,37.69565644,1,0,0,,FELONY
MP20000417,"Jan 5, 2020, 4:28:00 PM","Jan 5, 2020, 4:20:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2404 BUCKLEY WAY,MODESTO,CALIFORNIA,95358,-121.0435509,37.65754996,1,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000200,"Jan 3, 2020, 5:33:01 AM","Jan 2, 2020, 10:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,716 W UNION AVE,MODESTO,CALIFORNIA,95356,-121.0026964,37.69310757,0,0,0,,FELONY
MP20000482,"Jan 6, 2020, 12:50:00 PM","Jan 6, 2020, 12:50:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1805 BOISE AVE,MODESTO,CALIFORNIA,95358,-121.0073488,37.60437042,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20000476,"Jan 6, 2020, 12:27:03 PM","Dec 28, 2019, 2:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,105 EULA DR,MODESTO,CALIFORNIA,95354,-120.9357292,37.64021987,0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000462,"Jan 6, 2020, 12:02:10 PM","Jan 6, 2020, 12:02:10 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3242 CARVER RD,MO,CALIFORNIA,95350,-121.0218189,37.68627138,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000481,"Jan 6, 2020, 1:31:00 PM","Dec 31, 2019, 7:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1001 STODDARD AVE,MODESTO,CALIFORNIA,95350,-121.0056496,37.64946106,0,0,0,,FELONY
MP20000469,"Jan 6, 2020, 10:38:00 AM","Jan 3, 2020, 12:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,-120.9973378,37.68918556,0,0,0,RESIDENCE - UNKNOWN,
MP20000455,"Jan 6, 2020, 7:22:00 AM","Jan 6, 2020, 7:10:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1830 UCCELLO AVE,MODESTO,CALIFORNIA,95354,-120.9658043,37.6417529,0,0,0,,FELONY
MP20000444,"Jan 6, 2020, 2:18:08 AM","Jan 6, 2020, 2:18:08 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2700 MILL OAK DR,MODESTO,CALIFORNIA,95355,-120.9459058,37.67715302,0,0,0,,FELONY
MP20000418,"Jan 5, 2020, 7:24:10 PM","Jan 5, 2020, 7:13:00 PM",211 PC,211 PC ROBBERY 03 Robbery 853,901 N CARPENTER RD,MO,,,-121.032135,37.64800588,0,0,0,,FELONY
MP20000348,"Jan 4, 2020, 8:53:22 PM","Jan 4, 2020, 8:18:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,3401 DALE RD,MO,,,-121.0540018,37.68873653,1,0,0,,FELONY
MP20000360,"Jan 4, 2020, 11:57:04 PM","Jan 4, 2020, 11:57:04 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3505 WOODGLEN DR,MODESTO,CALIFORNIA,95356,-121.0620112,37.69976982,1,0,0,,FELONY
MP20000181,"Jan 2, 2020, 6:47:06 PM","Jan 2, 2020, 6:47:06 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2805 YOSEMITE BLVD,MO,CALIFORNIA,,-120.9418657,37.63854846,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000502,"Jan 6, 2020, 5:58:57 PM","Jan 6, 2020, 5:58:57 PM",211 PC,211 PC ROBBERY 03 Robbery 853,2001 MC HENRY AVE,MO,,,-120.9957378,37.67194986,0,0,0,,FELONY
MP20000338,"Jan 4, 2020, 7:04:45 PM","Jan 4, 2020, 7:04:45 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1001 HAMMOND ST,MO,,,-121.0197963,37.61600871,0,0,0,,FELONY
MP20000485,"Jan 6, 2020, 2:28:00 PM","Jan 3, 2020, 10:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,1001 RENO AVE,MODESTO,CALIFORNIA,95351,-121.0280252,37.64814959,0,0,0,,FELONY
MP20000357,"Jan 4, 2020, 9:02:20 PM","Jan 4, 2020, 6:30:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,2057 GLENDALE AVE,MODESTO,CALIFORNIA,95354,-120.9600047,37.63947596,0,1,0,,FELONY
MP20000368,"Jan 7, 2020, 4:52:26 PM","Jan 7, 2020, 4:52:26 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2300 PHAR LAP AVE,MO,CALIFORNIA,95355,-120.9272158,37.67555297,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000458,"Jan 6, 2020, 9:18:25 AM","Jan 6, 2020, 9:18:25 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1900 W ORANGEBURG AVE,MO,,95350,-121.0261026,37.66388415,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000408,"Jan 5, 2020, 4:09:58 PM","Jan 5, 2020, 4:09:58 PM",273.5 (F)(1) PC,273.5 (F)(1) PC INFLICT CORPORAL INJURY ON SPOUSE/COHAB/GRLFRND W/ PRIORS: FELONY 04 Aggravated Assault 3126,1101 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.9943984,37.65916686,0,1,0,,FELONY
MP20000433,"Jan 5, 2020, 8:10:49 PM","Jan 5, 2020, 8:10:49 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,232 FLOYD AVE,MODESTO,CALIFORNIA,95350,-120.9896777,37.67764977,1,0,0,,FELONY
MP20000511,"Jan 6, 2020, 10:24:08 PM","Jan 6, 2020, 10:24:08 PM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,701 LINCOLN AVE,MODESTO,CALIFORNIA,95354,-120.9398899,37.65278729,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000509,"Jan 6, 2020, 4:56:28 PM","Jan 6, 2020, 4:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1701 SCENIC DR,MODESTO,CALIFORNIA,95355,-120.9678515,37.65157985,0,0,0,,FELONY
MP20000356,"Jan 4, 2020, 11:41:26 PM","Jan 4, 2020, 11:41:26 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,936 MC HENRY AVE,MODESTO,CALIFORNIA,,-120.9935954,37.65694356,0,0,0,,FELONY
MP20000324,"Jan 4, 2020, 2:00:00 PM","Jan 1, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1806 BRADFORD CT,MO,,95355,-120.9663197,37.67701647,0,0,0,,FELONY
MP20000423,"Jan 5, 2020, 7:14:00 PM","Jan 5, 2020, 5:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1538 NIAN WAY,MO,,95351,-121.0139782,37.61713344,0,0,0,,FELONY
MP20000452,"Jan 6, 2020, 8:09:25 AM","Jan 5, 2020, 8:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2332 DORA ST,MO,,95354,-120.9531072,37.6406858,0,0,0,,FELONY
MP19037590,"Dec 31, 2019, 12:17:11 PM","Dec 26, 2019, 3:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,405 SHERIDAN ST,MODESTO,CALIFORNIA,95351,-121.0160435,37.62433824,0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20000615,"Dec 15, 2019, 4:25:00 PM","Dec 15, 2019, 4:25:00 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: MISD 04 Aggravated Assault 1230,,,,,,,0,0,0,,MISDEMEANOR
MP20000364,"Jan 5, 2020, 2:00:00 AM","Jan 5, 2020, 2:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3719 TULLY RD,MODESTO,CALIFORNIA,95356,-121.0130673,37.69286297,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000339,"Jan 4, 2020, 7:28:49 PM","Jan 4, 2020, 7:20:00 PM",664 /460 (A) PC,664 /460 (A) PC ATTEMPTED BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2911,1351 LEONARD AVE,MODESTO,CALIFORNIA,95350,-121.0140804,37.65479046,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20000261,"Jan 3, 2020, 5:57:34 PM","Jan 3, 2020, 2:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1921 SILVAIRE DR,MODESTO,CALIFORNIA,95350,-121.0266278,37.67722335,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
